,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,CcI3yiIqFh4,COVID-19 lockdown caused 50% global reduction in human-linked Earth vibrations,2020-07-24T08:57:53Z,13917,61,7,1,66.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=CcI3yiIqFh4
1,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,xjpyQIdxMsU,Student online registration and enrolment,2020-01-06T09:48:56Z,12872,83,3,0,271.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=xjpyQIdxMsU
2,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,MHWXq-rGmrc,"Podcast: Coronavirus vaccine, global progress report and fighting racism",2020-02-19T09:32:39Z,4244,42,18,4,1386.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=MHWXq-rGmrc
3,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,aqA0RW6ISP8,First volunteers receive Imperial COVID-19 vaccine,2020-06-29T09:51:30Z,3219,55,26,0,96.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=aqA0RW6ISP8
4,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,ya57ptAzVLo,Imperial's COVID-19 vaccine trial,2020-06-30T08:49:02Z,2897,105,19,0,387.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=ya57ptAzVLo
5,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,oEMHgM5ggPc,Lesson 1 | The Immunological Response to COVID-19,2020-07-08T10:59:22Z,2529,73,7,1,2530.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=oEMHgM5ggPc
6,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,UG541b2mOck,"Podcast: COVID-19 vaccine development, patient data and isolation diaries",2020-04-22T08:53:17Z,2473,23,13,12,1472.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=UG541b2mOck
7,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,GKNNVvGUnsA,Imperial at the forefront of the fight against coronavirus,2020-02-12T15:59:01Z,2302,33,16,0,63.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=GKNNVvGUnsA
8,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,mW5nusYLPGA,Imperial News Break 15 May 2020,2020-05-15T17:52:48Z,2244,18,24,0,84.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=mW5nusYLPGA
9,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,8mo-tihG6Sc,Developing a vaccine for COVID-19,2020-06-25T11:06:31Z,2266,40,10,0,771.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=8mo-tihG6Sc
10,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,CEs7q-I3QzY,Researchers explain antibody testing work to track COVID-19 infections in the UK,2020-07-09T11:54:44Z,2292,13,5,0,286.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=CEs7q-I3QzY
11,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,-WeefU5d-U8,Imperial College London - Preparing for the Autumn term,2020-07-10T08:56:31Z,1907,56,5,0,149.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=-WeefU5d-U8
12,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,YIvtrh6Z3OQ,SARS CoV2 immunology,2020-05-11T07:50:40Z,1887,45,8,0,2620.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=YIvtrh6Z3OQ
13,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,QpEyx98ldJk,Q&amp;A: Developing a COVID-19 Vaccine,2020-08-05T12:19:29Z,1763,39,9,N/A,2725.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=QpEyx98ldJk
14,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,miSBhxjccEg,"Podcast: Counting coronavirus, a baby food entrepreneur and designing for Mars",2020-03-18T14:30:18Z,1713,21,7,14,1388.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=miSBhxjccEg
15,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,abq6QQQfoCQ,Imperial is open,2020-06-16T07:18:55Z,1642,47,5,0,60.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=abq6QQQfoCQ
16,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,WNF_zEX7OKw,Q&amp;A: COVID-19 Antibody Testing,2020-07-22T17:12:42Z,1632,39,10,N/A,2721.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=WNF_zEX7OKw
17,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,LDwR8ScR5tE,All Hands on Deck - Imperial medical students in action,2020-05-28T08:53:32Z,1376,28,13,0,151.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=LDwR8ScR5tE
18,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,VGDy9g7Xnms,Q&amp;A: Health Inequalities and COVID-19,2020-07-15T17:40:10Z,1347,29,6,N/A,2958.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=VGDy9g7Xnms
19,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,4KTOwFMwnC8,New treatments for COVID-19,2020-06-25T11:06:31Z,1188,18,1,0,994.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=4KTOwFMwnC8
20,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,HUKC8Wq2a0k,Q&amp;A: Modelling COVID-19,2020-06-24T17:22:54Z,1159,33,8,N/A,2679.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=HUKC8Wq2a0k
21,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,dVqMNbso_as,The Corona Diaries - Episode 1: Meet the Students,2020-04-17T06:15:02Z,1131,19,6,0,109.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=dVqMNbso_as
22,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,x5tNpsZeqhQ,Lesson 12 | Use of HoloLens Mixed Reality Technology in Hospitals,2020-07-09T14:12:32Z,1042,43,3,4,3879.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=x5tNpsZeqhQ
23,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,c6njzeIt7ao,Helen Sharman's isolation schedule,2020-03-31T14:39:51Z,1035,27,8,0,85.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=c6njzeIt7ao
24,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,c7qN36vgNCQ,President&#39;s Address 2020 | The Right Note,2020-03-11T18:30:21Z,985,16,6,4,1610.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=c7qN36vgNCQ
25,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,nSyR2lNcn8U,The Frontline: From Imperial to the NHS,2020-04-16T10:42:31Z,962,15,2,0,152.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=nSyR2lNcn8U
26,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,pWGZBmr9GYo,Behind the scenes: Developing a COVID-19 vaccine,2020-08-05T08:06:14Z,917,36,10,N/A,635.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=pWGZBmr9GYo
27,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,cSdvmH4UFu0,"Podcast: Britain's brains, COVID-19 at the GP, and a green economic recovery",2020-05-20T09:06:11Z,875,15,6,9,1406.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=cSdvmH4UFu0
28,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,nesw63b-Gs4,Fasting for Ramadan during lockdown,2020-05-13T11:09:52Z,854,39,11,0,185.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=nesw63b-Gs4
29,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,46QY_WcMoPU,Understanding COVID-19,2020-07-08T17:13:51Z,853,19,2,0,1199.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=46QY_WcMoPU
30,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,Me6WPCaJEuc,Working from home during Covid-19 - Before lockdown,2020-04-14T10:12:20Z,818,28,4,2,200.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=Me6WPCaJEuc
31,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,pkJRmZYk1ic,Imperial Global Science Policy Forum - The COVID-19 Response,2020-07-01T11:14:04Z,811,14,9,0,5421.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=pkJRmZYk1ic
32,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,nkM3AKvOxA8,Imperial News Break 2 May 2020,2020-05-02T12:36:40Z,752,14,6,0,84.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=nkM3AKvOxA8
33,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,yEoCkaWOsUw,Mental Health Awareness Week: Your acts of kindness,2020-05-19T10:51:35Z,753,30,6,0,251.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=yEoCkaWOsUw
34,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,kFePtk7D9zY,"Podcast: Vaccine production, safety on public transport, and emerging economies",2020-06-17T08:56:37Z,722,3,5,5,1526.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=kFePtk7D9zY
35,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,f7YOnztmF1s,Student blogger Aishy - How Coronavirus affected my final year at Imperial,2020-04-28T15:29:45Z,688,16,1,0,124.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=f7YOnztmF1s
36,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,cPLXXX6vCXw,Artificial intelligence to treat  COVID-19 patients in intensive care,2020-07-08T17:13:51Z,687,13,4,0,1022.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=cPLXXX6vCXw
37,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,kIj7yXvGINY,Lesson 3 | The Genomic Response to COVID-19,2020-07-08T10:59:31Z,683,37,3,2,3333.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=kIj7yXvGINY
38,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,7qtQTDaNq7k,News Break 24 April 2020,2020-04-24T16:18:33Z,637,16,5,0,82.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=7qtQTDaNq7k
39,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,vcIt9gElHWw,Does the public response to Covid-19 provide hope for our natural world?,2020-07-29T18:44:59Z,629,15,7,0,3628.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=vcIt9gElHWw
40,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,Nl7ymZdd2Po,Newsbreak 20 June 2020,2020-06-20T09:22:05Z,619,23,7,0,84.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=Nl7ymZdd2Po
41,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,qz3ZcgMTVc8,Student blogger Max shares his experience of remote learning during COVID-19,2020-04-28T15:21:55Z,607,12,4,0,153.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=qz3ZcgMTVc8
42,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,PUMLVZ03lUo,Podcast: COVID-19 vaccine trials latest and privacy in contact tracing,2020-08-19T09:05:32Z,589,8,9,7,1667.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=PUMLVZ03lUo
43,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,zKzErz61gT0,News Break 5 June 2020,2020-06-05T17:11:09Z,499,6,8,0,88.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=zKzErz61gT0
44,2019-12-01-2020-08-30,UCcRV5FPxxWFdS4Fjnk9FQvA,sk1hCWmnS08,Offer holder FAQ: New teaching styles and multi-mode learning,2020-08-04T14:58:47Z,498,12,2,0,142.0,Imperial College London,151000,GB,https://www.youtube.com/watch?v=sk1hCWmnS08
