,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,2020-08-09-2020-08-30,UC07-dOwgza1IguKA86jqxNA,M8wqU7_qTNI,Media briefing on COVID-19,2020-08-27T16:18:18Z,31031,267,130,142,3709,World Health Organization (WHO),620000,Unknown,https://www.youtube.com/watch?v=M8wqU7_qTNI
1,2020-08-09-2020-08-30,UC07-dOwgza1IguKA86jqxNA,pFt08Drqa4E,Media briefing on COVID-19,2020-08-10T11:30:55Z,14476,301,98,98,3269,World Health Organization (WHO),620000,Unknown,https://www.youtube.com/watch?v=pFt08Drqa4E
2,2020-08-09-2020-08-30,UC07-dOwgza1IguKA86jqxNA,uaclvunMMcM,How does contact tracing work?,2020-08-14T08:44:43Z,13761,225,122,96,112,World Health Organization (WHO),620000,Unknown,https://www.youtube.com/watch?v=uaclvunMMcM
3,2020-08-09-2020-08-30,UC07-dOwgza1IguKA86jqxNA,gLhDH0G6XNw,Media briefing on COVID-19,2020-08-21T16:18:19Z,13155,283,145,169,3429,World Health Organization (WHO),620000,Unknown,https://www.youtube.com/watch?v=gLhDH0G6XNw
4,2020-08-09-2020-08-30,UC07-dOwgza1IguKA86jqxNA,Jd2FxfzZgOQ,Media briefing on COVID-19,2020-08-24T11:27:51Z,12961,255,158,254,3615,World Health Organization (WHO),620000,Unknown,https://www.youtube.com/watch?v=Jd2FxfzZgOQ
5,2020-08-09-2020-08-30,UC07-dOwgza1IguKA86jqxNA,EvF2hDzzMHU,Media briefing on COVID-19,2020-08-13T16:40:22Z,11841,279,129,133,3656,World Health Organization (WHO),620000,Unknown,https://www.youtube.com/watch?v=EvF2hDzzMHU
6,2020-08-09-2020-08-30,UC07-dOwgza1IguKA86jqxNA,hCWX46jFEr4,Investing in #HealthForAll means investing in safety of each one of us!,2020-08-10T08:49:15Z,11766,498,65,44,60,World Health Organization (WHO),620000,Unknown,https://www.youtube.com/watch?v=hCWX46jFEr4
7,2020-08-09-2020-08-30,UC07-dOwgza1IguKA86jqxNA,OWTnMdwUkDw,Media briefing on COVID-19,2020-08-18T11:37:54Z,11203,245,108,110,3703,World Health Organization (WHO),620000,Unknown,https://www.youtube.com/watch?v=OWTnMdwUkDw
8,2020-08-09-2020-08-30,UC07-dOwgza1IguKA86jqxNA,hIS2KOmwxy4,We need to prevent COVID-19 vaccine nationalism.,2020-08-19T16:05:53Z,9566,197,293,221,63,World Health Organization (WHO),620000,Unknown,https://www.youtube.com/watch?v=hIS2KOmwxy4
9,2020-08-09-2020-08-30,UC07-dOwgza1IguKA86jqxNA,U47SaDAmyrE,WHO&#39;s Science in 5 - Herd Immunity,2020-08-28T12:22:06Z,8884,173,44,50,300,World Health Organization (WHO),620000,Unknown,https://www.youtube.com/watch?v=U47SaDAmyrE
10,2020-08-09-2020-08-30,UC07-dOwgza1IguKA86jqxNA,bVMFuPA_Ulw,Outsmart COVID-19,2020-08-12T08:59:17Z,5359,173,91,48,62,World Health Organization (WHO),620000,Unknown,https://www.youtube.com/watch?v=bVMFuPA_Ulw
11,2020-08-09-2020-08-30,UC07-dOwgza1IguKA86jqxNA,O7okPcBpK0s,Live Q&amp;A on COVID-19 with Dr Mike Ryan and Dr Maria Van Kerkhove. Ask your questions!,2020-08-19T14:22:08Z,5279,168,47,24,3327,World Health Organization (WHO),620000,Unknown,https://www.youtube.com/watch?v=O7okPcBpK0s
12,2020-08-09-2020-08-30,UC07-dOwgza1IguKA86jqxNA,MEcmKD8y4y0,Live Q&amp;A on mental health and COVID-19. Ask your questions!,2020-08-26T15:46:27Z,5183,140,55,36,3539,World Health Organization (WHO),620000,Unknown,https://www.youtube.com/watch?v=MEcmKD8y4y0
13,2020-08-09-2020-08-30,UC07-dOwgza1IguKA86jqxNA,WtsWKteHlgQ,"COVID-19: Suppress, suppress, suppress the virus",2020-08-11T07:55:18Z,4923,103,145,92,72,World Health Organization (WHO),620000,Unknown,https://www.youtube.com/watch?v=WtsWKteHlgQ
14,2020-08-09-2020-08-30,UC07-dOwgza1IguKA86jqxNA,_VNCr1UJPO0,World Mental Health Day - scaling up investment in mental health,2020-08-28T08:21:00Z,4290,153,81,48,94,World Health Organization (WHO),620000,Unknown,https://www.youtube.com/watch?v=_VNCr1UJPO0
15,2020-08-09-2020-08-30,UC07-dOwgza1IguKA86jqxNA,ogJUASq5Gv0,Will you wash your hands with Akili?,2020-08-19T11:27:47Z,4285,128,40,0,167,World Health Organization (WHO),620000,Unknown,https://www.youtube.com/watch?v=ogJUASq5Gv0
16,2020-08-09-2020-08-30,UC07-dOwgza1IguKA86jqxNA,ytvbAKsagow,Live Q&amp;A on the role of young people in stopping the COVID-19 infodemic,2020-08-12T15:34:20Z,3758,84,57,58,2094,World Health Organization (WHO),620000,Unknown,https://www.youtube.com/watch?v=ytvbAKsagow
17,2020-08-09-2020-08-30,UC07-dOwgza1IguKA86jqxNA,srz6ngLxh1o,WHO UNESCO International Youth Day webinar #Youth4GlobalAction #COVID19,2020-08-12T12:03:22Z,3546,166,45,20,5131,World Health Organization (WHO),620000,Unknown,https://www.youtube.com/watch?v=srz6ngLxh1o
18,2020-08-09-2020-08-30,UC07-dOwgza1IguKA86jqxNA,CTrunX2SdEg,Live Q&amp;A on #COVID19 and older people. #AskWHO,2020-08-20T14:16:09Z,3352,103,54,27,1926,World Health Organization (WHO),620000,Unknown,https://www.youtube.com/watch?v=CTrunX2SdEg
19,2020-08-09-2020-08-30,UC07-dOwgza1IguKA86jqxNA,9E9KlkCsUZI,How to protect yourself in the infodemic,2020-08-26T19:05:39Z,2626,106,70,66,131,World Health Organization (WHO),620000,Unknown,https://www.youtube.com/watch?v=9E9KlkCsUZI
20,2020-08-09-2020-08-30,UC07-dOwgza1IguKA86jqxNA,VD58rDtF2Mo,Azerbaijani doctors return home to help their country face COVID-19,2020-08-14T08:30:38Z,1583,51,18,11,67,World Health Organization (WHO),620000,Unknown,https://www.youtube.com/watch?v=VD58rDtF2Mo
