,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,2021-08-15-2021-08-22,UClwkBPKzW8h_rfZWuG_kWjw,n0HD1Yr9HZg,Unity Across the Americas | COVID-19 Vaccine Education Series,2021-08-18T01:11:58Z,2645533,78,119,N/A,61,Ad Council,162000,US,https://www.youtube.com/watch?v=n0HD1Yr9HZg
1,2021-08-15-2021-08-22,UCVTyTA7-g9nopHeHbeuvpRA,hw42QwvwZr4,"DeSantis Bans Mask Mandates, Trump Says COVID Was &#39;Over&#39; When He Left: A Closer Look",2021-08-20T01:00:07Z,1842147,31316,1944,5546,774,Late Night with Seth Meyers,4240000,US,https://www.youtube.com/watch?v=hw42QwvwZr4
2,2021-08-15-2021-08-22,UChDKyKQ59fYz3JO2fl0Z6sg,VpGMR7b65Kw,Questions Arise About COVID-19 Vaccines Amid High-Profile Breakthrough Cases,2021-08-20T15:00:12Z,1412786,5677,16413,14348,138,TODAY,3250000,Unknown,https://www.youtube.com/watch?v=VpGMR7b65Kw
3,2021-08-15-2021-08-22,UCE7GmAYeBVgqDItdX2ihuHQ,adIBqvwrQ_k,She built THIS during Covid lockdown?! $15k Vardo Wagon Tour,2021-08-20T22:43:42Z,1210618,46724,487,2528,798,Tiny House Giant Journey,1030000,US,https://www.youtube.com/watch?v=adIBqvwrQ_k
4,2021-08-15-2021-08-22,UCMtFAi84ehTSYSE9XoHefig,RYMlASOloxM,Covid Truthers Claim Unvaccinated Sperm Will Be The Next Bitcoin,2021-08-17T07:35:00Z,1123234,18328,750,2403,340,The Late Show with Stephen Colbert,8670000,Unknown,https://www.youtube.com/watch?v=RYMlASOloxM
5,2021-08-15-2021-08-22,UC_Lnb8ZHqqgLbp-7hltuT9w,yzsB2gyFB-k,How Effective Is Sinovac? Inactivated Virus VS mRNA Vaccine | Talking Point | COVID-19,2021-08-16T12:00:33Z,1118915,10048,1486,4843,1349,CNA Insider,991000,SG,https://www.youtube.com/watch?v=yzsB2gyFB-k
6,2021-08-15-2021-08-22,UCrSM1UV_KLAdTzgxyxl3POw,uZ-WCB57MD8,"COVID: AINDA PRECISA LAVAR ROUPAS, CABELO E COMPRAS? (2021)",2021-08-17T20:15:04Z,1005877,102543,1097,3597,586,"Olá, Ciência!",1020000,BR,https://www.youtube.com/watch?v=uZ-WCB57MD8
7,2021-08-15-2021-08-22,UCsooa4yRKGN_zEE8iknghZA,v-NEr3KCug8,How the COVID-19 vaccines were created so quickly - Kaitlyn Sadtler and Elizabeth Wayne,2021-08-17T15:03:43Z,946566,37387,1677,4996,308,TED-Ed,15800000,US,https://www.youtube.com/watch?v=v-NEr3KCug8
8,2021-08-15-2021-08-22,UCT4ayrjE0xcfZ8fQHYbfiTA,xaeV8-cpzZI,"Johnny Sanders, unvaccinated, speaks candidly about getting sick from COVID-19.",2021-08-18T16:49:57Z,817465,11424,4204,N/A,138,UF Health,12800,Unknown,https://www.youtube.com/watch?v=xaeV8-cpzZI
9,2021-08-15-2021-08-22,UCupvZG-5ko_eiXAupbDfxWw,yTap1lgHtrY,Texas Gov. Gregg Abbott tests positive for Covid-19,2021-08-17T22:23:08Z,787336,11651,655,9121,599,CNN,13000000,Unknown,https://www.youtube.com/watch?v=yTap1lgHtrY
10,2021-08-15-2021-08-22,UCjLS7GX5NxMBMwT-eY-GdrA,rIMPhfej55A,Iak otrimati COVID-sertifikat u Diyi? // Diia Vlog,2021-08-20T15:00:12Z,511084,4476,1156,2711,313,Дія,54300,UA,https://www.youtube.com/watch?v=rIMPhfej55A
11,2021-08-15-2021-08-22,UCt4t-jeY85JegMlZ-E5UWtA,lSY0SqJ8E3s,"WhatsApp ke j'rie kaise ddaaunlodd kreN COVID-19 Vaccine Certificate, behd aasaan hai ye triik'aa",2021-08-16T13:32:08Z,401600,2429,413,107,83,Aaj Tak,48400000,IN,https://www.youtube.com/watch?v=lSY0SqJ8E3s
12,2021-08-15-2021-08-22,UCLwluonD3CuhTaVLlmSQ-VQ,Q1fm9qVls-0,The Countries With the Highest COVID-19 Death Toll,2021-08-18T10:29:58Z,357728,3292,361,1869,218,Animated Stats,226000,NO,https://www.youtube.com/watch?v=Q1fm9qVls-0
13,2021-08-15-2021-08-22,UCaXkIU1QidjPwiAYu6GcHjg,t_FR7lJLWcA,Fox News Hosts Push People To Animal Anti-Parasite Drug As Covid Medicine,2021-08-21T06:23:35Z,340717,6761,761,4846,289,MSNBC,4560000,Unknown,https://www.youtube.com/watch?v=t_FR7lJLWcA
14,2021-08-15-2021-08-22,UCIYLOcEUX6TbBo7HQVF2PKA,6v1ORP9QbJY,Lockdown protestors clash with police in Sydney and Melbourne | Coronavirus | 9 News Australia,2021-08-21T08:27:42Z,300293,2540,2679,N/A,586,9 News Australia,830000,AU,https://www.youtube.com/watch?v=6v1ORP9QbJY
