,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,2020-02-16-2020-02-23,UCzznO4xSV8BKnUBPyswtCUw,ZC0gww2yznI,Chinese scientists say COVID-19/coronavirus could have originated from government ...,2020-02-17T00:15:32Z,4367887,18278,2041,6267,121,Arirang News,560000,US,https://www.youtube.com/watch?v=ZC0gww2yznI
1,2020-02-16-2020-02-23,UCATNzbTbfeoMhNonZGZmrhA,sHP0UIdZyI4,What Is Coronavirus (COVID-19)?,2020-02-19T17:18:11Z,2620074,12632,1794,636,271,Johns Hopkins Medicine,256000,US,https://www.youtube.com/watch?v=sHP0UIdZyI4
2,2020-02-16-2020-02-23,UCMSsLqxqvZsNXi0Z-VjN89A,V-7SQGPkijs,New Studies of COVID and Autopsy Report Analysis of a COVID Patient,2020-02-21T17:45:00Z,1877854,66975,1359,5746,623,Doctor Mike Hansen,959000,US,https://www.youtube.com/watch?v=V-7SQGPkijs
3,2020-02-16-2020-02-23,UC_gUM8rL-Lrg6O3adPW9K1g,hxCbD0SVVIk,Gravitas: Wuhan Coronavirus: Six videos that triggered a panic,2020-02-17T18:16:02Z,1662409,20859,1400,3259,385,WION,4050000,IN,https://www.youtube.com/watch?v=hxCbD0SVVIk
4,2020-02-16-2020-02-23,UCTrQ7HXWRRxr7OsOtodr2_w,rI_MG3ZnDak,How North Korea is reporting on coronavirus (English subtitles),2020-02-17T18:01:46Z,1535898,21041,561,4719,511,Channel 4 News,1770000,GB,https://www.youtube.com/watch?v=rI_MG3ZnDak
5,2020-02-16-2020-02-23,UCYPvAwZP8pZhSMW8qs7cVCw,-hD-PWN5UN0,Is Coronavirus A Secret Chinese Bio-warfare Weapon? | Fact Check,2020-02-17T13:52:40Z,1118150,7602,1207,3484,495,India Today,5260000,IN,https://www.youtube.com/watch?v=-hD-PWN5UN0
6,2020-02-16-2020-02-23,UCNye-wNBqNL5ZzHSJj3l8Bg,MbpYBSpCjjU,Nurses pay a heavy price as China fights coronavirus epidemic,2020-02-18T13:47:18Z,828385,7031,363,1034,111,Al Jazeera English,8360000,QA,https://www.youtube.com/watch?v=MbpYBSpCjjU
7,2020-02-16-2020-02-23,UC_Lnb8ZHqqgLbp-7hltuT9w,55ErDdtT2zs,COVID-19: Tracing The First Month Of The Novel Coronavirus | Insight | Full Episode,2020-02-19T12:00:01Z,409739,3012,285,866,2877,CNA Insider,991000,SG,https://www.youtube.com/watch?v=55ErDdtT2zs
8,2020-02-16-2020-02-23,UCNye-wNBqNL5ZzHSJj3l8Bg,MqbD6Psj7J8, Coronavirus: Is China putting party before people? | The Stream,2020-02-17T20:05:49Z,235183,2368,260,903,1528,Al Jazeera English,8360000,QA,https://www.youtube.com/watch?v=MqbD6Psj7J8
9,2020-02-16-2020-02-23,UCsEbwT3FHpAey6prlu7tNhw,0n7pIVS3t08,Inside the 2003 SARS outbreak - who was really to blame?,2020-02-22T15:00:01Z,186068,1854,110,836,1157,CBC Docs,192000,CA,https://www.youtube.com/watch?v=0n7pIVS3t08
10,2020-02-16-2020-02-23,UCNye-wNBqNL5ZzHSJj3l8Bg,-Bg-MyiFQf0,Coronavirus outbreak: Ethiopia steps up prevention measures,2020-02-22T12:02:47Z,164701,579,68,224,170,Al Jazeera English,8360000,QA,https://www.youtube.com/watch?v=-Bg-MyiFQf0
11,2020-02-16-2020-02-23,UCgKjHnMbrOK8xLzAwHO0aSg,7YrMrs7lUhU,Anandha Kannan Gets Serious on COVID-19,2020-02-17T04:02:20Z,129211,672,22,68,135,govsg,185000,SG,https://www.youtube.com/watch?v=7YrMrs7lUhU
12,2020-02-16-2020-02-23,UC83jt4dlz1Gjl58fzQrrKZg,1Tdw9g4EMzg,Mediacorp launches COVID-19 song,2020-02-21T16:26:01Z,74142,360,57,65,212,CNA,1620000,SG,https://www.youtube.com/watch?v=1Tdw9g4EMzg
13,2020-02-16-2020-02-23,UC0cd_-e49hZpWLH3UIwoWRA,TeCEnOY3jGs,What is COVID-19? (Coronavirus Update),2020-02-22T17:33:10Z,58121,1800,150,365,294,Professor Dave Explains,1690000,US,https://www.youtube.com/watch?v=TeCEnOY3jGs
14,2020-02-16-2020-02-23,UCOMZWkPo7ao6yGaXc954U0w,2-YGpdLuLGM,Coronavirus in Japan: How SAFE is it?,2020-02-22T13:00:01Z,33519,880,33,338,787,Ask Japanese,464000,JP,https://www.youtube.com/watch?v=2-YGpdLuLGM
15,2020-02-16-2020-02-23,UCpwvZwUam-URkxB7g4USKpg,jZYWeFZC-60,'Straight Outta Wuhan': Coronavirus merch hits online shelves,2020-02-18T16:15:00Z,10964,214,67,129,99,RT,4490000,RU,https://www.youtube.com/watch?v=jZYWeFZC-60
16,2020-02-16-2020-02-23,UCefCAOvHdeEUEdUcPpSo8SA,bumUZQ2YUjM,"[Vlog] Coronavirus, studying &amp; lots of food ",2020-02-17T17:02:32Z,342,11,0,2,512,from KAYLA,117,CA,https://www.youtube.com/watch?v=bumUZQ2YUjM
