,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,2020-11-29-2020-12-06,UC0L1suV8pVgO4pCAIBNGx5w,CkCFDDCkG1k,Former diplomat to China explains the 'weaponisation of COVID' | 60 Minutes Australia,2020-12-01T06:00:05Z,5879974,94937,8436,N/A,331,60 Minutes Australia,3970000,AU,https://www.youtube.com/watch?v=CkCFDDCkG1k
1,2020-11-29-2020-12-06,UCUBIrDsIVzRpKsClMlSlTpQ,sNuAl-Lj8PI,?Cuando un enfermo de covid-19 deja de ser contagioso? | BBC Mundo,2020-12-02T17:08:59Z,1133131,24362,556,1154,299,BBC News Mundo,2590000,GB,https://www.youtube.com/watch?v=sNuAl-Lj8PI
2,2020-11-29-2020-12-06,UCyoGb3SMlTlB8CLGVH4c8Rw,8LZVCNrLewI,"?Cual es la mejor VACUNA contra la COVID? Comparamos las de Pfizer, Moderna y AstraZeneca",2020-12-03T07:54:51Z,868240,5599,447,1708,113,euronews (en español),1540000,ES,https://www.youtube.com/watch?v=8LZVCNrLewI
3,2020-11-29-2020-12-06,UC0L1suV8pVgO4pCAIBNGx5w,rwroTpZ2Np8,Inside China&#39;s &quot;cover-up&quot; and the weaponisation of COVID-19 | 60 Minutes Australia,2020-11-30T19:00:07Z,540180,6577,1386,N/A,553,60 Minutes Australia,3970000,AU,https://www.youtube.com/watch?v=rwroTpZ2Np8
4,2020-11-29-2020-12-06,UCvJJ_dzjViJCoLf5uKUTwoA,DV1SPdMVf8Y,Why Covid-19 Caused A Bike Boom,2020-12-04T18:05:38Z,481031,7307,435,1480,693,CNBC,2540000,Unknown,https://www.youtube.com/watch?v=DV1SPdMVf8Y
5,2020-11-29-2020-12-06,UCknLrEdhRCp1aegoMqRaCZg,PY2bnLqKpCM,Latest research: How to prevent coronavirus infections | COVID-19 Special,2020-12-02T16:27:05Z,435440,3382,236,590,718,DW News,2960000,DE,https://www.youtube.com/watch?v=PY2bnLqKpCM
6,2020-11-29-2020-12-06,UCl2axinLKd00nMBW6RTASag,9346KIM7sq4,"Baby, It&#39;s Covid Outside - 2020 Parody",2020-12-02T12:00:02Z,354531,10778,262,660,219,The Holderness Family,696000,US,https://www.youtube.com/watch?v=9346KIM7sq4
7,2020-11-29-2020-12-06,UCUMZ7gohGI9HcU9VNsr2FJQ,qZ9nbZznZRE,How Will Work From Home Work After Covid?,2020-12-04T17:24:29Z,246194,3797,58,554,639,Bloomberg Quicktake,2960000,US,https://www.youtube.com/watch?v=qZ9nbZznZRE
8,2020-11-29-2020-12-06,UCDMqcYwmWojkY7FqF1cZH8w,7MZQvCV5idQ,#Sabias? | Test de antigenos y anticuerpos (COVID-19),2020-12-03T08:58:33Z,235346,731,89,0,177,Parc Científic de la Universitat de València,1120,ES,https://www.youtube.com/watch?v=7MZQvCV5idQ
9,2020-11-29-2020-12-06,UCYPvAwZP8pZhSMW8qs7cVCw,L-o08wcV2cI,Coronavirus Pandemic: 4 Ayurvedic Drinks To Boost Immunity | NewsMo,2020-12-03T09:53:48Z,219371,2584,154,77,279,India Today,5260000,IN,https://www.youtube.com/watch?v=L-o08wcV2cI
10,2020-11-29-2020-12-06,UC90RW5ZmBBqp4r2QIQxfACA,q4ymxvkZCqg,Odisha: State Govt Issued COVID-19 Guidelines For December,2020-11-30T14:06:12Z,207453,3489,278,160,231,Kanak News,5210000,IN,https://www.youtube.com/watch?v=q4ymxvkZCqg
11,2020-11-29-2020-12-06,UC16niRr50-MSBwiO3YDb3RA,bXtL5b4TkUQ,Will a Covid vaccine be mandatory? - BBC News,2020-12-04T11:30:03Z,188344,1090,3867,5813,197,BBC News,11100000,GB,https://www.youtube.com/watch?v=bXtL5b4TkUQ
12,2020-11-29-2020-12-06,UCHPzpxcYhxkb0fMJKeSe66g,Q2ISRMzJXGI,"TIN MOI NHAT DICH COVID -19 04/12: Covid-19 dien bien phuc tap, Viet Nam co bung dich? | ANTG",2020-12-03T22:30:10Z,150707,428,120,45,1076,THẾ GIỚI NGHIÊNG,3870000,VN,https://www.youtube.com/watch?v=Q2ISRMzJXGI
13,2020-11-29-2020-12-06,UCHd62-u_v4DvJ8TCFtpi4GA,XxwmlzISkFI,How covid-19 can transform the buildings where we live and work,2020-12-05T17:03:08Z,111089,1358,1255,661,440,Washington Post,1810000,US,https://www.youtube.com/watch?v=XxwmlzISkFI
14,2020-11-29-2020-12-06,UCLwhUgAMJwi9nEoM1Stjt5A,VmQmY-_QYWs,How SARS-CoV2 Antigen Rapid Tests work (Covid-19 Testing),2020-12-04T19:26:47Z,81895,615,25,75,164,Henrik's Lab,9220,DE,https://www.youtube.com/watch?v=VmQmY-_QYWs
15,2020-11-29-2020-12-06,UCmyGH1tjNBs2VFtVSAtmNOg,WsgAWOxjrmo,The Behind-the-Scenes Fight Against COVID in Nursing Homes,2020-12-04T14:30:55Z,68023,444,71,75,1038,AARP,188000,US,https://www.youtube.com/watch?v=WsgAWOxjrmo
16,2020-11-29-2020-12-06,UCBi2mrWuNuyYy4gbM6fU18Q,CbVC2yUKVeo,Economic impact of COVID-19 on small businesses,2020-11-30T22:49:53Z,67448,652,191,345,231,ABC News,12100000,US,https://www.youtube.com/watch?v=CbVC2yUKVeo
17,2020-11-29-2020-12-06,UCTrQ7HXWRRxr7OsOtodr2_w,W3UqscmrMRA,The churches tackling Covid-19 vaccine mistrust,2020-12-02T20:15:02Z,63999,304,343,1716,524,Channel 4 News,1770000,GB,https://www.youtube.com/watch?v=W3UqscmrMRA
18,2020-11-29-2020-12-06,UChqUTb7kYRX8-EiaN3XFrSQ,e6QNsNMFH5s,COVID-19 vaccine should not be mandatory: Biden,2020-12-04T23:31:34Z,61777,384,506,N/A,66,Reuters,1330000,US,https://www.youtube.com/watch?v=e6QNsNMFH5s
19,2020-11-29-2020-12-06,UCW39zufHfsuGgpLviKh297Q,D0X7KSQ46SE,Overcoming coronavirus | DW Documentary,2020-11-30T17:00:04Z,51097,884,106,345,752,DW Documentary,3630000,DE,https://www.youtube.com/watch?v=D0X7KSQ46SE
20,2020-11-29-2020-12-06,UCATNzbTbfeoMhNonZGZmrhA,ISv0YMiDeUw,Why is it Important that I Consider Getting the COVID-19 Vaccine?,2020-12-04T01:47:36Z,49326,188,99,115,71,Johns Hopkins Medicine,256000,US,https://www.youtube.com/watch?v=ISv0YMiDeUw
21,2020-11-29-2020-12-06,UChno3aSzq-21ALpNjwXPUyg,u1MtO6HzJHM,COVID Safe Check-In - Southern Adelaide Local Health Network (SALHN),2020-12-02T08:06:02Z,41222,59,27,N/A,71,Southern Adelaide Local Health Network,216,AU,https://www.youtube.com/watch?v=u1MtO6HzJHM
22,2020-11-29-2020-12-06,UCeY0bbntWzzVIaj2z3QigXg,qo1dGbLkxSw,Rural Kansas Town Divided Over Covid Precautions As Cases Surge | NBC News NOW,2020-12-05T12:59:50Z,40256,491,41,325,210,NBC News,6110000,Unknown,https://www.youtube.com/watch?v=qo1dGbLkxSw
23,2020-11-29-2020-12-06,UCNye-wNBqNL5ZzHSJj3l8Bg,AYxznDoX91o,UK&#39;s rapid saliva test for COVID-19 makes waves,2020-12-01T15:33:01Z,39298,110,13,5,144,Al Jazeera English,8360000,QA,https://www.youtube.com/watch?v=AYxznDoX91o
24,2020-11-29-2020-12-06,UCH0G6JeKpwZKzzLbtnrGOyQ,6x_f3_bA8F0,"vlogmas: lash extensions, covid test, + easy chickpea curry recipe | maddie cidlik",2020-12-03T20:06:08Z,31643,1909,14,119,748,Maddie Cidlik,268000,US,https://www.youtube.com/watch?v=6x_f3_bA8F0
25,2020-11-29-2020-12-06,UCcxYfgjfspV1XQdVumVH5bg,ahSICkautsk,COVID 19 mortgage relief: 4 things to know -- consumerfinance.gov,2020-12-03T16:00:24Z,28942,244,13,32,170,cfpbvideo,8660,US,https://www.youtube.com/watch?v=ahSICkautsk
26,2020-11-29-2020-12-06,UC_gUM8rL-Lrg6O3adPW9K1g,yBbFvwuEkxQ,"China claims, COVID-19 virus originated outside the country | Wuhan | Latest World News | WION News",2020-11-30T02:45:56Z,19585,550,38,326,125,WION,4050000,IN,https://www.youtube.com/watch?v=yBbFvwuEkxQ
27,2020-11-29-2020-12-06,UCHPzpxcYhxkb0fMJKeSe66g,wS4cstOQf94,"TIN MOI NHAT DICH COVID -19 05/12: Xu ly tiep vien VNA la canh cao, khong phai trung tri! | ANTG",2020-12-04T22:36:27Z,18757,45,8,5,785,THẾ GIỚI NGHIÊNG,3870000,VN,https://www.youtube.com/watch?v=wS4cstOQf94
28,2020-11-29-2020-12-06,UC_gUM8rL-Lrg6O3adPW9K1g,HgBXEKStcpc,WION Fineprint: COVID-19 RT-PCR tests in Delhi to cost $11 | COVID-19 Test | Coronavirus Test,2020-12-01T15:40:31Z,17869,112,8,14,143,WION,4050000,IN,https://www.youtube.com/watch?v=HgBXEKStcpc
29,2020-11-29-2020-12-06,UCHPzpxcYhxkb0fMJKeSe66g,xI08RedQRXg,Cap nhat covid-19: Vi sao khoi to nam Tiep vien Hang khong trong khi Benh nhan so 17 lai khong?,2020-12-04T10:58:36Z,12059,64,8,25,732,THẾ GIỚI NGHIÊNG,3870000,VN,https://www.youtube.com/watch?v=xI08RedQRXg
