,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,2020-10-04-2020-10-11,UCVTyTA7-g9nopHeHbeuvpRA,9fZ1FCCJTfA,Trump Has Election Meltdown as White House Covers Up COVID-19 Outbreak: A Closer Look,2020-10-09T03:58:24Z,5191504,73288,4183,10765,1304,Late Night with Seth Meyers,4240000,US,https://www.youtube.com/watch?v=9fZ1FCCJTfA
1,2020-10-04-2020-10-11,UCVTyTA7-g9nopHeHbeuvpRA,N36qgxcd5XU,Trump Stages Maskless Photo Op While Still Infected with COVID-19: A Closer Look,2020-10-07T01:00:05Z,2504483,42987,1406,5637,718,Late Night with Seth Meyers,4240000,US,https://www.youtube.com/watch?v=N36qgxcd5XU
2,2020-10-04-2020-10-11,UC4_NOlVIu_FjdTGhok5t4lg,yX-_Nae6A5s,"Inmunidad y covid, ?como nos hacemos inmunes?, ?y las vacunas?, ?quien se reinfecta?",2020-10-04T17:00:10Z,1431958,17586,1432,608,2354,Sinapsis EMP,302000,MX,https://www.youtube.com/watch?v=yX-_Nae6A5s
3,2020-10-04-2020-10-11,UCa6vGFO9ty8v5KZJXQxdhaw,-vXrqyApyrg,Donald's Trumpumphant Return to COVID Infested White House,2020-10-07T02:31:17Z,1415271,33231,1427,3139,920,Jimmy Kimmel Live,18200000,US,https://www.youtube.com/watch?v=-vXrqyApyrg
4,2020-10-04-2020-10-11,UCNovJemYKcdKt7PDdptJZfQ,QrATizaiuLM,"Jancovici : Climat, les lecons du choc Covid  - Be Smart - 08/10/2020",2020-10-09T21:25:29Z,1043017,14491,687,3019,2097,Jean-Marc Jancovici,170000,Unknown,https://www.youtube.com/watch?v=QrATizaiuLM
5,2020-10-04-2020-10-11,UCH1oRy1dINbMVp3UFWrKP0w,iu_Gs7N4lGk,Coronavirus victims who now suffer long-term symptoms l GMA,2020-10-07T15:11:23Z,812894,10268,406,3439,395,Good Morning America,3720000,US,https://www.youtube.com/watch?v=iu_Gs7N4lGk
6,2020-10-04-2020-10-11,UCZFMm1mMw0F81Z37aaEzTUA,9J4aEcuEGWs,Chinese Virologist Who Claimed Covid Lab Made Releases Second Paper,2020-10-09T09:48:13Z,761991,11827,628,3032,634,NDTV,11100000,IN,https://www.youtube.com/watch?v=9J4aEcuEGWs
7,2020-10-04-2020-10-11,UCrRdNuHLBSGjZEoby4d5gmw,7wmSTH3I7fo,How to do a coronavirus symptom self-check,2020-10-05T17:00:02Z,545328,2686,177,277,124,University of Oregon,26600,US,https://www.youtube.com/watch?v=7wmSTH3I7fo
8,2020-10-04-2020-10-11,UCxoDMG0tvaYO5Xobvtqw5nw,8z9BsKpCJY0,What is the coronavirus? Prevention and Advice for Kids - COVID-19,2020-10-06T15:30:00Z,486736,4410,404,0,179,Smile and Learn - English,405000,US,https://www.youtube.com/watch?v=8z9BsKpCJY0
9,2020-10-04-2020-10-11,UCthbIFAxbXTTQEC7EcQvP1Q,u4Efyb_FwlA,Como diferenciar perda de olfato e paladar da covid-19 da causada por gripe e resfriado,2020-10-05T21:00:09Z,324229,9388,182,1654,250,BBC News Brasil,2540000,BR,https://www.youtube.com/watch?v=u4Efyb_FwlA
10,2020-10-04-2020-10-11,UCknLrEdhRCp1aegoMqRaCZg,fxiuIBp8ZBc,Coronavirus rapid antigen testing: Major step forward or false hope? | COVID-19 Special,2020-10-09T15:05:40Z,210108,840,71,120,717,DW News,2960000,DE,https://www.youtube.com/watch?v=fxiuIBp8ZBc
