,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,2020-03-08-2020-03-15,UCGkVdu_EVrqqxQ7OnLFK8RQ,prHuClGHtmY,?QUE ES EL CORONAVIRUS?  Explicacion para ninos | Videos Educativos para Ninos,2020-03-12T13:30:10Z,11483165,79644,15456,0,169,Happy Learning Español,1970000,ES,https://www.youtube.com/watch?v=prHuClGHtmY
1,2020-03-08-2020-03-15,UCiMg06DjcUk5FRiM3g5sqoQ,9cfYC4YLsu4,"CDC Briefing Room: COVID-19 Update: March 14, 2020",2020-03-14T22:53:32Z,10737248,73123,10258,N/A,96,Centers for Disease Control and Prevention (CDC),563000,US,https://www.youtube.com/watch?v=9cfYC4YLsu4
2,2020-03-08-2020-03-15,UCsT0YIqwnpJCM-mx7-gSA4Q,Fqw-9yMV0sI,Coronavirus Is Our Future | Alanna Shaikh | TEDxSMU,2020-03-11T19:00:14Z,7197553,157610,12760,17730,1006,TEDx Talks,33400000,Unknown,https://www.youtube.com/watch?v=Fqw-9yMV0sI
3,2020-03-08-2020-03-15,UCQQn5yWShcFfjmE0YwGjkhQ,tCMLOV_0P4k,la VERDAD sobre el coronavirus - China - Italia - ?Por que tanto escandalo? - COVID19,2020-03-12T15:16:10Z,5216982,36730,7197,6522,296,Tuvi Digital,136000,CO,https://www.youtube.com/watch?v=tCMLOV_0P4k
4,2020-03-08-2020-03-15,UCKjU3KzdbJE1EFcHVqXC3_g,14mRmD8zHOk,Watch what it&#39;s like to get tested for COVID-19,2020-03-12T02:26:37Z,4671471,18986,2308,N/A,119,CBC News: The National,1220000,CA,https://www.youtube.com/watch?v=14mRmD8zHOk
5,2020-03-08-2020-03-15,UCAA-SoAGPNIjdLUUQxkQI2w,9RdV9m62OKE, SIGNOS y SINTOMAS del #CORONAVIRUS,2020-03-12T09:00:11Z,4499747,19199,4968,3309,145,SalusPlay,94900,ES,https://www.youtube.com/watch?v=9RdV9m62OKE
6,2020-03-08-2020-03-15,UCvJJ_dzjViJCoLf5uKUTwoA,ek3T8xiu1Fw,The Race To Develop A Coronavirus Vaccine,2020-03-14T18:34:25Z,4046042,47569,2591,7643,615,CNBC,2540000,Unknown,https://www.youtube.com/watch?v=ek3T8xiu1Fw
7,2020-03-08-2020-03-15,UCMSsLqxqvZsNXi0Z-VjN89A,UAHhhweamIU,"Vitamin D, Vitamin C, Zinc and COVID - Prevention of COVID",2020-03-09T13:20:35Z,2856473,72898,3578,6568,761,Doctor Mike Hansen,959000,US,https://www.youtube.com/watch?v=UAHhhweamIU
8,2020-03-08-2020-03-15,UC0InVdvqNyNzKBl1-TL348A,ZezntM6IAvU,Coronavirus in Tamil | Dr. V Ramasubramanian | Apollo Hospitals,2020-03-09T09:11:22Z,1911859,15632,1184,0,177,Apollo Hospitals,284000,IN,https://www.youtube.com/watch?v=ZezntM6IAvU
9,2020-03-08-2020-03-15,UChDKyKQ59fYz3JO2fl0Z6sg,Qn0RfE4aruk,Normal Life Comes To A Halt For Americans In Response To Coronavirus | TODAY,2020-03-13T13:00:13Z,1483735,11106,1355,4854,829,TODAY,3250000,Unknown,https://www.youtube.com/watch?v=Qn0RfE4aruk
10,2020-03-08-2020-03-15,UCG-iSMVtWbbwDDXgXXypARQ,U7F1cnWup9M,"Coronavirus Epidemic Update 34: US Cases Surge, Chloroquine &amp; Zinc Treatment Combo, Italy Lockdown",2020-03-10T18:03:52Z,1192654,18444,410,2533,1049,MedCram - Medical Lectures Explained CLEARLY,1280000,US,https://www.youtube.com/watch?v=U7F1cnWup9M
11,2020-03-08-2020-03-15,UCJ0uqCI0Vqr2Rrt1HseGirg,arf0_CiuUgE,James Corden Addresses Coronavirus Outbreak,2020-03-13T06:06:48Z,1127514,24487,544,1642,162,The Late Late Show with James Corden,27100000,Unknown,https://www.youtube.com/watch?v=arf0_CiuUgE
12,2020-03-08-2020-03-15,UChDKyKQ59fYz3JO2fl0Z6sg,FqkB7jw99rQ,How To Boost Your Immune System Against Coronavirus | TODAY,2020-03-09T19:00:04Z,842326,7266,402,1014,147,TODAY,3250000,Unknown,https://www.youtube.com/watch?v=FqkB7jw99rQ
13,2020-03-08-2020-03-15,UC9-OpMMVoNP5o10_Iyq7Ndw,HxaPga-WD1U,Mark Cuban Reacts To NBA Suspending Season Indefinitely Because Of Coronavirus,2020-03-12T02:29:53Z,767436,5562,180,990,204,Bleacher Report,2410000,US,https://www.youtube.com/watch?v=HxaPga-WD1U
14,2020-03-08-2020-03-15,UCpzdzxPD8acq8ssStKvDNtw,VgBiPyirG-A,Coronavirus Outbreak | What is a virus? | Kids Learn Cartoon | Dr. Panda TotoTime,2020-03-14T17:30:04Z,690738,1409,296,0,362,Dr. Panda TotoTime – Official Channel,342000,US,https://www.youtube.com/watch?v=VgBiPyirG-A
15,2020-03-08-2020-03-15,UCKY5PiEq8Tl9r7f3qittXng,z1h6Vq-KHOo,Rudy Gobert Mocked Coronavirus Before Diagnosis,2020-03-12T18:50:02Z,496666,2605,234,860,227,ET Canada,1020000,CA,https://www.youtube.com/watch?v=z1h6Vq-KHOo
16,2020-03-08-2020-03-15,UC_k7-bRC0gQfKHXHW7fNQ7w,I0TmBsHaGmI,Coronavirus SARS-CoV-2 structure,2020-03-13T15:33:37Z,495374,4481,191,493,137,biolution,23300,AT,https://www.youtube.com/watch?v=I0TmBsHaGmI
17,2020-03-08-2020-03-15,UC4p6bEngiRCN7TyTxZVJ3OQ,TKS1pahoPRU,Coronavirus in Italy - Report From The Front Lines,2020-03-13T14:12:14Z,470785,4124,113,469,2210,JAMA Network,127000,US,https://www.youtube.com/watch?v=TKS1pahoPRU
18,2020-03-08-2020-03-15,UCiWLfSweyRNmLpgEHekhoAg,b2-wU42KJ0c,Mark Cuban reacts to NBA suspending season due to coronavirus | NBA on ESPN,2020-03-12T02:38:55Z,440043,3938,96,754,197,ESPN,8100000,US,https://www.youtube.com/watch?v=b2-wU42KJ0c
19,2020-03-08-2020-03-15,UCrp_UI8XtuYfpiqluWLD7Lw,xrPZBTNjX_o,Watch President Donald Trump&#39;s address to the nation on coronavirus pandemic,2020-03-12T01:50:38Z,362686,3099,882,1948,585,CNBC Television,1840000,US,https://www.youtube.com/watch?v=xrPZBTNjX_o
20,2020-03-08-2020-03-15,UCYl9AzsVwS_4Swt4VZ1dhuQ,4ij1I0OB2hk,Coronavirus: how to wash your hands,2020-03-13T11:52:42Z,302088,320,32,30,47,Barts Health NHS Trust,8950,Unknown,https://www.youtube.com/watch?v=4ij1I0OB2hk
21,2020-03-08-2020-03-15,UCHPzpxcYhxkb0fMJKeSe66g,C3fNDo6Zr2I,KINH TE TRUNG QUOC CO TRU VUNG TRUOC DICH COVID-19? | TIEU DIEM QUOC TE | ANTG,2020-03-11T12:16:28Z,233878,809,163,102,1268,THẾ GIỚI NGHIÊNG,3870000,VN,https://www.youtube.com/watch?v=C3fNDo6Zr2I
22,2020-03-08-2020-03-15,UChLtXXpo4Ge1ReTEboVvTDg,xKPWngYf2Wk,Coronavirus outbreak: WHO declares COVID-19 a global pandemic,2020-03-11T19:18:52Z,216317,1777,514,676,266,Global News,2840000,CA,https://www.youtube.com/watch?v=xKPWngYf2Wk
23,2020-03-08-2020-03-15,UCVTyTA7-g9nopHeHbeuvpRA,3Zdcxa0rbOo,Nick Offerman Explains How Ron Swanson Would Handle Coronavirus,2020-03-12T10:00:01Z,174156,2338,33,98,120,Late Night with Seth Meyers,4240000,US,https://www.youtube.com/watch?v=3Zdcxa0rbOo
24,2020-03-08-2020-03-15,UCLiWQk8JzhNRcNiDKk4dpaw,Zn6ih6mWn1o,Coronavirus safety tips,2020-03-13T14:42:39Z,130968,867,76,46,60,American Heart Association,150000,US,https://www.youtube.com/watch?v=Zn6ih6mWn1o
25,2020-03-08-2020-03-15,UCJWqhYTN2h00RsOBQSFEytg,WhVad8ToCiU,How to Talk to Kids About the Coronavirus,2020-03-09T19:21:04Z,93610,N/A,N/A,0,239,Child Mind Institute,18600,US,https://www.youtube.com/watch?v=WhVad8ToCiU
26,2020-03-08-2020-03-15,UC07-dOwgza1IguKA86jqxNA,sbT6AANFOm4,WHO characterizes COVID-19 as a pandemic,2020-03-11T21:01:56Z,81035,1369,225,487,3550,World Health Organization (WHO),774000,Unknown,https://www.youtube.com/watch?v=sbT6AANFOm4
27,2020-03-08-2020-03-15,UC_QTPE3_eeDc1I8aiKD9NUA,ePixp_fpC-o,Eu provoquei o CORONAVIRUS?| #Askjura,2020-03-11T02:28:09Z,56867,12182,143,N/A,439,JuraBR,307000,BR,https://www.youtube.com/watch?v=ePixp_fpC-o
28,2020-03-08-2020-03-15,UCHPzpxcYhxkb0fMJKeSe66g,aFhU-lZ9EmI,Ngo Thanh Van bi moi len phuong vi dang tin sai ve dich Covid-19 | NDTP | ANTG,2020-03-10T12:00:01Z,48098,153,33,28,861,THẾ GIỚI NGHIÊNG,3870000,VN,https://www.youtube.com/watch?v=aFhU-lZ9EmI
29,2020-03-08-2020-03-15,UCWlIGsKGsvgFJHkiZml4O1A,Oyrq3QHu79g,Coronavirus Myths You Need To Stop Believing,2020-03-14T02:00:04Z,46997,1088,180,278,299,Grunge,1790000,Unknown,https://www.youtube.com/watch?v=Oyrq3QHu79g
