,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,2021-02-07-2021-02-14,UCZYTClx2T1of7BRZ86-8fow,nucCr7Sywgc,Second COVID Vaccine Shot Side Effects,2021-02-13T00:36:38Z,1540611,39261,1669,6858,390,SciShow,6910000,US,https://www.youtube.com/watch?v=nucCr7Sywgc
1,2021-02-07-2021-02-14,UCzF4Ryn8TKn64md77gS5Q5Q,EV6YXdVNtl0,Why are many health care workers refusing to get the COVID-19 vaccine?,2021-02-10T12:45:33Z,1321585,10270,1417,13413,116,11Alive,713000,US,https://www.youtube.com/watch?v=EV6YXdVNtl0
2,2021-02-07-2021-02-14,UCbDId30Aj-lzI5c-64dhKmA,SDSx9owNvDI,?Que personas presentan riesgos contra la vacuna del Covid-19?,2021-02-07T20:02:41Z,697036,5786,491,1056,186,FVLTV,61700,Unknown,https://www.youtube.com/watch?v=SDSx9owNvDI
3,2021-02-07-2021-02-14,UCbDId30Aj-lzI5c-64dhKmA,RUjqeyhIs4k,Efectos secundarios de las vacunas contra Covid-19,2021-02-07T19:53:24Z,668946,4655,580,2927,111,FVLTV,61700,Unknown,https://www.youtube.com/watch?v=RUjqeyhIs4k
4,2021-02-07-2021-02-14,UC0L1suV8pVgO4pCAIBNGx5w,9ZEfTyvUhDU,Investigating the origins of coronavirus on the ground in Wuhan | 60 Minutes Australia,2021-02-08T12:30:00Z,544727,6271,916,N/A,738,60 Minutes Australia,3970000,AU,https://www.youtube.com/watch?v=9ZEfTyvUhDU
5,2021-02-07-2021-02-14,UCoMdktPbSTixAyNGwb-UYkQ,qje2mpTwiBc,COVID-19: Government &#39;bordering on the dangerous&#39; - MP,2021-02-10T18:06:23Z,444972,8993,449,3159,307,Sky News,3870000,GB,https://www.youtube.com/watch?v=qje2mpTwiBc
6,2021-02-07-2021-02-14,UCjfvWvH1-bF-RD8ncy83INg,5449EThf_40,Ejercicios respiratorios para mejorar la capacidad pulmonar Covid-19,2021-02-10T20:30:14Z,370027,12189,230,210,524,Medicalbuy Venta de Equipo Médico,43300,MX,https://www.youtube.com/watch?v=5449EThf_40
7,2021-02-07-2021-02-14,UCDE5Ezmxq1bNVak4lmkpCMw,AWXyT_ijM3E,Danny Elfman - &quot;Love In The Time Of Covid&quot; (Official Video),2021-02-11T15:00:52Z,193718,5297,302,471,271,Epitaph Records,2890000,US,https://www.youtube.com/watch?v=AWXyT_ijM3E
8,2021-02-07-2021-02-14,UCxAKR2QvYpKU_xT3TNjNq-Q,DAHVyYIZiw4,Rite Aid Provides Self-Swabbing COVID-19 Testing at all Drive-thru Locations,2021-02-12T14:12:48Z,168391,59,11,0,138,Rite Aid,4280,US,https://www.youtube.com/watch?v=DAHVyYIZiw4
9,2021-02-07-2021-02-14,UCbDId30Aj-lzI5c-64dhKmA,aXeIqvM0-oY,?Me puedo contagiar de Covid-19 despues de ponerme la vacuna?,2021-02-07T19:32:13Z,160336,880,172,414,124,FVLTV,61700,Unknown,https://www.youtube.com/watch?v=aXeIqvM0-oY
10,2021-02-07-2021-02-14,UC_gUM8rL-Lrg6O3adPW9K1g,mTZ49fN8pdQ,&#39;China puts pressure on Nepal to accept its COVID-19 vaccine&#39; | Xi Jinping |Coronavirus Vaccine News,2021-02-08T06:33:57Z,140599,3318,229,885,269,WION,4050000,IN,https://www.youtube.com/watch?v=mTZ49fN8pdQ
11,2021-02-07-2021-02-14,UCYBFrepuFH0ontCCYzVx5zA,NcyGWMP7z3c,EMT COVID-19 Vaccination MIEMSS Training,2021-02-08T19:07:48Z,137274,757,65,118,624,NHTSA's Office of EMS,1080,US,https://www.youtube.com/watch?v=NcyGWMP7z3c
12,2021-02-07-2021-02-14,UCknLrEdhRCp1aegoMqRaCZg,oY36kj8oVV4,Latest research: Long-covid and the loss of smell | COVID-19 Special,2021-02-11T16:32:02Z,133606,1430,73,712,724,DW News,2960000,DE,https://www.youtube.com/watch?v=oY36kj8oVV4
13,2021-02-07-2021-02-14,UC2tdSec2KF32KGz6E9YWRQA,qrrCUbReejw,MEGAESCANDALO COVID EN ALEMANIA,2021-02-07T14:45:49Z,97765,5475,117,730,599,El Nacional-Libertario,109000,AT,https://www.youtube.com/watch?v=qrrCUbReejw
14,2021-02-07-2021-02-14,UCknLrEdhRCp1aegoMqRaCZg,T7m4ovrjEfE,DNA vaccines explained: The future of vaccination? | COVID-19 Special,2021-02-09T15:49:24Z,90177,1129,305,580,725,DW News,2960000,DE,https://www.youtube.com/watch?v=T7m4ovrjEfE
15,2021-02-07-2021-02-14,UCrp_UI8XtuYfpiqluWLD7Lw,_mmgRXDDQMs,"Many experience shortness of breath, fatigue after Covid-19",2021-02-10T01:05:00Z,85795,458,327,533,204,CNBC Television,1840000,US,https://www.youtube.com/watch?v=_mmgRXDDQMs
16,2021-02-07-2021-02-14,UC16niRr50-MSBwiO3YDb3RA,pjfLFiLLtz4,Fake Covid videos &#39;will cost lives - BBC News,2021-02-10T14:35:05Z,80837,916,365,831,382,BBC News,11100000,GB,https://www.youtube.com/watch?v=pjfLFiLLtz4
17,2021-02-07-2021-02-14,UCKjU3KzdbJE1EFcHVqXC3_g,wjP6os8lBdM,Growing recognition for Russia's Sputnik V COVID-19 vaccine,2021-02-13T03:22:01Z,77345,846,151,N/A,225,CBC News: The National,1220000,CA,https://www.youtube.com/watch?v=wjP6os8lBdM
18,2021-02-07-2021-02-14,UCH1oRy1dINbMVp3UFWrKP0w,_pTFyFx7p2s,What is 'COVID tongue'?,2021-02-10T23:05:18Z,61935,336,72,94,202,Good Morning America,3720000,US,https://www.youtube.com/watch?v=_pTFyFx7p2s
19,2021-02-07-2021-02-14,UCHPzpxcYhxkb0fMJKeSe66g,-XOzsiCWQKQ,"NONG: Toi 30 Tet co them 31 ca COVID-19 moi, RIENG HAI DUONG CO 27 CA",2021-02-12T04:37:03Z,48166,97,25,0,42900,THẾ GIỚI NGHIÊNG,3870000,VN,https://www.youtube.com/watch?v=-XOzsiCWQKQ
20,2021-02-07-2021-02-14,UCupvZG-5ko_eiXAupbDfxWw,qqCZC-gFA6A,CNNi: Food crisis worsens in Cuba as coronavirus spikes,2021-02-13T18:30:56Z,29240,319,75,415,275,CNN,13000000,Unknown,https://www.youtube.com/watch?v=qqCZC-gFA6A
21,2021-02-07-2021-02-14,UCLv7Gzc3VTO6ggFlXY0sOyw,XF_iqowf-CM,Love in the time of COVID,2021-02-11T22:57:50Z,22936,401,54,N/A,112,Harvard University,1860000,Unknown,https://www.youtube.com/watch?v=XF_iqowf-CM
