X1,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL,codingWeekStartDay
0,2019-12-29-2020-01-05,UC4SUWizzKc1tptprBkWjX2Q,2LtA0-qoHOg,"Mystery illness outbreak in Wuhan, China",2020-01-04T12:39:45Z,3377056,50975,2670,23141,123,South China Morning Post,2630000,HK,https://www.youtube.com/watch?v=2LtA0-qoHOg,2019-12-29
1,2019-12-29-2020-01-05,UC83jt4dlz1Gjl58fzQrrKZg,oVMxoBNYASw,Chinese authorities working to identify virus behind pneumonia outbreak in Wuhan,2020-01-03T15:30:23Z,111652,456,61,240,53,CNA,1620000,SG,https://www.youtube.com/watch?v=oVMxoBNYASw,2019-12-29
2,2019-12-29-2020-01-05,UCI-1Btv5oF7n5sHD19glQuw,svsPsWq1qcc,EVOX World&#39;s First Oxygen Concentrator|Battery Backup|5LPM@95%Purity|Covid |Corona| Oxygen Therapy,2019-12-31T12:22:48Z,13671,173,10,49,85,EVOX HEALTHCARE,980,IN,https://www.youtube.com/watch?v=svsPsWq1qcc,2019-12-29
0,2019-12-29-2020-01-05,UC4SUWizzKc1tptprBkWjX2Q,2LtA0-qoHOg,"Mystery illness outbreak in Wuhan, China",2020-01-04T12:39:45Z,3377056,50975,2670,23141,123,South China Morning Post,2630000,HK,https://www.youtube.com/watch?v=2LtA0-qoHOg,2019-12-29
1,2019-12-29-2020-01-05,UC83jt4dlz1Gjl58fzQrrKZg,oVMxoBNYASw,Chinese authorities working to identify virus behind pneumonia outbreak in Wuhan,2020-01-03T15:30:23Z,111652,456,61,240,53,CNA,1620000,SG,https://www.youtube.com/watch?v=oVMxoBNYASw,2019-12-29
2,2019-12-29-2020-01-05,UCI-1Btv5oF7n5sHD19glQuw,svsPsWq1qcc,EVOX World&#39;s First Oxygen Concentrator|Battery Backup|5LPM@95%Purity|Covid |Corona| Oxygen Therapy,2019-12-31T12:22:48Z,13671,173,10,49,85,EVOX HEALTHCARE,980,IN,https://www.youtube.com/watch?v=svsPsWq1qcc,2019-12-29
0,2020-01-05-2020-01-12,UC4SUWizzKc1tptprBkWjX2Q,5KJUcKV9q50,China identifies new coronavirus behind Wuhan pneumonia outbreak,2020-01-09T08:20:52Z,679398,2615,302,811,67,South China Morning Post,2630000,HK,https://www.youtube.com/watch?v=5KJUcKV9q50,2020-01-05
1,2020-01-05-2020-01-12,UC83jt4dlz1Gjl58fzQrrKZg,VbrXBTJUESw,China says pneumonia outbreak due to new type of coronavirus,2020-01-09T12:36:27Z,84737,455,26,310,150,CNA,1620000,SG,https://www.youtube.com/watch?v=VbrXBTJUESw,2020-01-05
2,2020-01-05-2020-01-12,UChirEOpgFCupRAk5etXqPaA,yHZU58UbUVA,How China's Mystery Pneumonia Illness is Different From SARS,2020-01-10T09:21:15Z,64157,386,67,280,69,Bloomberg Quicktake: Now,1040000,US,https://www.youtube.com/watch?v=yHZU58UbUVA,2020-01-05
3,2020-01-05-2020-01-12,UC83jt4dlz1Gjl58fzQrrKZg,jggndUgvhrk,Pneumonia cases in China&#39;s Wuhan could be due to new type of virus: WHO,2020-01-09T07:34:48Z,44832,357,17,265,336,CNA,1620000,SG,https://www.youtube.com/watch?v=jggndUgvhrk,2020-01-05
0,2020-01-12-2020-01-19,UC07-dOwgza1IguKA86jqxNA,OZcRD9fV7jo,WHO: Coronavirus - questions and answers (Q&amp;A),2020-01-16T14:54:37Z,1488196,1966,420,366,82,World Health Organization (WHO),774000,Unknown,https://www.youtube.com/watch?v=OZcRD9fV7jo,2020-01-12
1,2020-01-12-2020-01-19,UCckz6n8QccTd6K_xdwKqa0A,p6wb37RbYk0,Qu&#39;est-ce qu&#39;un coronavirus ? | AFP Anime,2020-01-16T11:22:49Z,1291101,6506,680,1072,93,AFP,994000,Unknown,https://www.youtube.com/watch?v=p6wb37RbYk0,2020-01-12
2,2020-01-12-2020-01-19,UCPgLNge0xqQHWM5B5EFH9Cg,XDVP4vbeikk,Could this coronavirus be Disease X? Everything you need to know about the mystery virus in China,2020-01-18T09:09:02Z,588921,4722,595,N/A,140,The Telegraph,2370000,GB,https://www.youtube.com/watch?v=XDVP4vbeikk,2020-01-12
3,2020-01-12-2020-01-19,UC4SUWizzKc1tptprBkWjX2Q,Epo99jpxcQo,Wuhan outbreak: Thailand confirms first case of virus outside China,2020-01-15T07:56:14Z,374429,2468,114,955,110,South China Morning Post,2630000,HK,https://www.youtube.com/watch?v=Epo99jpxcQo,2020-01-12
4,2020-01-12-2020-01-19,UCknLrEdhRCp1aegoMqRaCZg,ILOexFpPvX8,Deadly coronavirus from Wuhan China has global health officials on alert | DW News,2020-01-18T17:17:39Z,165084,1412,79,505,334,DW News,2960000,DE,https://www.youtube.com/watch?v=ILOexFpPvX8,2020-01-12
5,2020-01-12-2020-01-19,UCKjU3KzdbJE1EFcHVqXC3_g,5CAxAE7YcFY,SARS-like virus spreads outside China,2020-01-17T03:17:14Z,96215,597,84,N/A,120,CBC News: The National,1220000,CA,https://www.youtube.com/watch?v=5CAxAE7YcFY,2020-01-12
6,2020-01-12-2020-01-19,UC83jt4dlz1Gjl58fzQrrKZg,K2m5Bx1b_C8,Thailand confirms second case of Wuhan coronavirus,2020-01-17T15:52:53Z,33671,156,8,99,194,CNA,1620000,SG,https://www.youtube.com/watch?v=K2m5Bx1b_C8,2020-01-12
7,2020-01-12-2020-01-19,UC83jt4dlz1Gjl58fzQrrKZg,7mNr1K9O1CQ,Thailand reports first case of Wuhan coronavirus outside China,2020-01-13T13:43:27Z,25442,102,5,38,40,CNA,1620000,SG,https://www.youtube.com/watch?v=7mNr1K9O1CQ,2020-01-12
8,2020-01-12-2020-01-19,UChirEOpgFCupRAk5etXqPaA,pumlv6EZRfE,"Japan Confirms First Case of Coronavirus From Wuhan, China",2020-01-16T08:57:14Z,17867,110,6,54,54,Bloomberg Quicktake: Now,1040000,US,https://www.youtube.com/watch?v=pumlv6EZRfE,2020-01-12
0,2020-01-19-2020-01-26,UCl8wUKzoUVzg7U6ky1ZR8hQ,8pCvN81jHos,"China meN kaise phailaa Dangerous Coronavirus, jiskaa khtraa India, America &amp; Saudi Arab tk phuNc gyaa hai",2020-01-25T12:30:00Z,14770986,243369,12728,13864,392,Navbharat Times नवभारत टाइम्स,4020000,IN,https://www.youtube.com/watch?v=8pCvN81jHos,2020-01-19
1,2020-01-19-2020-01-26,UC_lEiu6917IJz03TnntWUaQ,yyEbH4OYYIg,Coronavirus de Wuhan: repulsivas imagenes del mercado donde se origino el brote y la alerta mundial,2020-01-23T07:02:30Z,10268102,108183,7504,21157,1480,CNN en Español,2730000,US,https://www.youtube.com/watch?v=yyEbH4OYYIg,2020-01-19
2,2020-01-19-2020-01-26,UCIRYBXDze5krPDzAEOxFGVA,aerq4byr7ps,What is the coronavirus?,2020-01-23T15:49:21Z,9756905,175216,4664,16991,221,Guardian News,2020000,GB,https://www.youtube.com/watch?v=aerq4byr7ps,2020-01-19
3,2020-01-19-2020-01-26,UCupvZG-5ko_eiXAupbDfxWw,GEARtTBHXEw,See where officials believe the coronavirus started,2020-01-21T02:47:47Z,4657761,44635,3197,23193,451,CNN,13000000,Unknown,https://www.youtube.com/watch?v=GEARtTBHXEw,2020-01-19
4,2020-01-19-2020-01-26,UCobOFolL7EvKQeOOoI5p98w,KqasQyatfBQ,La Cumbia del Coronavirus - Mister Cumbia,2020-01-22T21:31:36Z,3530708,63866,2903,4341,220,MISTER CUMBIA,91900,MX,https://www.youtube.com/watch?v=KqasQyatfBQ,2020-01-19
5,2020-01-19-2020-01-26,UCuFFtHWoLl5fauMMD5Ww2jA,cmgPVhubmQA,"China building 1,000-bed hospital in 5 days to treat coronavirus",2020-01-24T13:31:14Z,3008024,15406,1334,4061,383,CBC News,2830000,CA,https://www.youtube.com/watch?v=cmgPVhubmQA,2020-01-19
6,2020-01-19-2020-01-26,UC4SUWizzKc1tptprBkWjX2Q,CfcIHUdOI8w,China coronavirus: a look inside the sealed off city of Wuhan,2020-01-24T07:16:13Z,2849270,13231,676,3990,141,South China Morning Post,2630000,HK,https://www.youtube.com/watch?v=CfcIHUdOI8w,2020-01-19
7,2020-01-19-2020-01-26,UCl-J-ovSJhA3or73Q2uVpow,UubQNkK0wy0,Novel Coronavirus (2019 nCoV  Outbreak ) [Update # 1] COVID-19,2020-01-24T09:27:53Z,2407494,26034,1584,4222,818,Medicosis Perfectionalis,527000,US,https://www.youtube.com/watch?v=UubQNkK0wy0,2020-01-19
8,2020-01-19-2020-01-26,UC4SUWizzKc1tptprBkWjX2Q,f7llqJcvkxM,Chinese hospital staff in Wuhan face fears amid frontline battle against coronavirus outbreak,2020-01-23T11:08:35Z,2043755,11636,629,1814,131,South China Morning Post,2630000,HK,https://www.youtube.com/watch?v=f7llqJcvkxM,2020-01-19
9,2020-01-19-2020-01-26,UChirEOpgFCupRAk5etXqPaA,qO8QWq1K1_c,What Is Coronavirus?,2020-01-22T01:51:06Z,1673513,22426,1027,3861,137,Bloomberg Quicktake: Now,1040000,US,https://www.youtube.com/watch?v=qO8QWq1K1_c,2020-01-19
10,2020-01-19-2020-01-26,UCknLrEdhRCp1aegoMqRaCZg,qFkyqt0rKms,Coronavirus spreads to Europe and Australia | DW News,2020-01-25T10:11:02Z,1668278,19540,663,6830,388,DW News,2960000,DE,https://www.youtube.com/watch?v=qFkyqt0rKms,2020-01-19
11,2020-01-19-2020-01-26,UCKjU3KzdbJE1EFcHVqXC3_g,QnSbyoXnyRo,Coronavirus questions answered,2020-01-25T03:22:58Z,1612364,13238,1149,N/A,360,CBC News: The National,1220000,CA,https://www.youtube.com/watch?v=QnSbyoXnyRo,2020-01-19
12,2020-01-19-2020-01-26,UC04KsGq3npibMCE9Td3mVDg,5M7saVTtBQI,Will A Mask Really Protect You From Coronavirus? - Cheddar Explains,2020-01-24T21:01:55Z,1553595,27855,1303,4898,237,Cheddar,860000,US,https://www.youtube.com/watch?v=5M7saVTtBQI,2020-01-19
13,2020-01-19-2020-01-26,UC9k-yiEpRHMNVOnOi_aQK8w,ozYdKCuLLnk,What You Need to Know About Coronavirus That&#39;s Spread From China,2020-01-22T20:12:34Z,1511113,30753,558,5189,99,Inside Edition,9870000,US,https://www.youtube.com/watch?v=ozYdKCuLLnk,2020-01-19
14,2020-01-19-2020-01-26,UChvithwOECK5g_19TjldMKw,VLp8CHeKQkI,China&#39;s Coronavirus is Much Worse Than You Think,2020-01-22T17:44:13Z,1346767,52946,3733,8639,719,laowhy86,792000,US,https://www.youtube.com/watch?v=VLp8CHeKQkI,2020-01-19
15,2020-01-19-2020-01-26,UCMmpLL2ucRHAXbNHiCPyIyg,bIB7mry2WPM,First Coronavirus case found in Pakistan,2020-01-25T07:29:18Z,1326473,7511,672,855,92,ARY News,8200000,PK,https://www.youtube.com/watch?v=bIB7mry2WPM,2020-01-19
16,2020-01-19-2020-01-26,UCgrNz-aDmcr2uuto8_DL2jg,mPu1N-fymB8,Coronavirus patient in Wuhan expected to leave hospital after ECMO support,2020-01-24T00:26:24Z,1274700,3257,322,424,98,CGTN,2630000,CN,https://www.youtube.com/watch?v=mPu1N-fymB8,2020-01-19
17,2020-01-19-2020-01-26,UC6o-wWU-v2ClFMwougmK7dA,o9lVJ6IlE4k,Coronavirus: How could it be stopped? - BBC Newsnight,2020-01-24T23:45:10Z,1215872,11230,1059,6547,714,BBC Newsnight,685000,GB,https://www.youtube.com/watch?v=o9lVJ6IlE4k,2020-01-19
18,2020-01-19-2020-01-26,UC262-NFJtcZMJh1CHn2H3wA,Je0_U2ym_r0,"""Wuhan SARS"": Tracing the origin of the new virus to China's wild animal markets",2020-01-20T01:16:30Z,1201827,N/A,N/A,N/A,266,Kristie Lu Stout,NA,HK,https://www.youtube.com/watch?v=Je0_U2ym_r0,2020-01-19
19,2020-01-19-2020-01-26,UCknLrEdhRCp1aegoMqRaCZg,ltcV3Q-1ztw,China puts millions under lockdown to contain coronavirus | DW News,2020-01-24T11:08:23Z,1151710,8313,368,2952,398,DW News,2960000,DE,https://www.youtube.com/watch?v=ltcV3Q-1ztw,2020-01-19
20,2020-01-19-2020-01-26,UCknLrEdhRCp1aegoMqRaCZg,870N8Qaie4Y,China puts Wuhan on lockdown to stem spread of coronavirus | DW News,2020-01-23T10:54:52Z,1132698,7316,351,2913,328,DW News,2960000,DE,https://www.youtube.com/watch?v=870N8Qaie4Y,2020-01-19
21,2020-01-19-2020-01-26,UC16niRr50-MSBwiO3YDb3RA,1RDTNdA_TL4,China coronavirus: The virus spread to Europe with 3 cases confirmed in France - BBC News,2020-01-25T09:24:31Z,1042276,8328,392,4099,133,BBC News,11100000,GB,https://www.youtube.com/watch?v=1RDTNdA_TL4,2020-01-19
22,2020-01-19-2020-01-26,UCJigKBjNneO7p8xvHLrGRCg,Hrb0_A-CCIA,what Is Coronavirus In Hindi Meaning  How Corona Virus Affects The Body Solution,2020-01-25T06:18:33Z,870976,10396,723,394,117,Medtalks,267000,IN,https://www.youtube.com/watch?v=Hrb0_A-CCIA,2020-01-19
23,2020-01-19-2020-01-26,UCuFFtHWoLl5fauMMD5Ww2jA,LvPHIqy4zCY,Video purports to show dire conditions in China&#39;s Wuhan hospital,2020-01-24T21:08:18Z,869536,3103,569,N/A,364,CBC News,2830000,CA,https://www.youtube.com/watch?v=LvPHIqy4zCY,2020-01-19
24,2020-01-19-2020-01-26,UChDKyKQ59fYz3JO2fl0Z6sg,Ji1HfMTL2U0,2nd Case Of COVID-19 Confirmed In US As Death Toll Rises To 41 | TODAY,2020-01-25T16:39:24Z,851645,4224,260,1973,121,TODAY,3250000,Unknown,https://www.youtube.com/watch?v=Ji1HfMTL2U0,2020-01-19
25,2020-01-19-2020-01-26,UCPPVx-TjmmDJedxYbkYUthw,wEkIdGht-S8,[Wuhan Coronavirus] Wuhan citizen seeking help from the world,2020-01-25T17:35:13Z,840532,25293,566,2823,700,Isaac Schneider,1920,Unknown,https://www.youtube.com/watch?v=wEkIdGht-S8,2020-01-19
26,2020-01-19-2020-01-26,UCoMdktPbSTixAyNGwb-UYkQ,IbPklNQvYxs,China virus: Wuhan &#39;to build hospital in just six days&#39;,2020-01-24T22:23:29Z,804612,3725,297,1047,158,Sky News,3870000,GB,https://www.youtube.com/watch?v=IbPklNQvYxs,2020-01-19
27,2020-01-19-2020-01-26,UC4SUWizzKc1tptprBkWjX2Q,HpsOWhAvHvQ,What we know about China's mystery Wuhan coronavirus,2020-01-22T13:52:11Z,757193,6415,294,1417,153,South China Morning Post,2630000,HK,https://www.youtube.com/watch?v=HpsOWhAvHvQ,2020-01-19
28,2020-01-19-2020-01-26,UCgrNz-aDmcr2uuto8_DL2jg,rtQiavOEN7E,"Wuhan to build 1,000 bed hospital to treat coronavirus patients within six days",2020-01-24T10:25:57Z,750069,4527,223,1363,55,CGTN,2630000,CN,https://www.youtube.com/watch?v=rtQiavOEN7E,2020-01-19
29,2020-01-19-2020-01-26,UC16niRr50-MSBwiO3YDb3RA,stlFd_Z4FMM,China coronavirus: Beijing cancelled Chinese New Year celebrations - BBC News,2020-01-23T15:13:34Z,689607,6478,253,2510,316,BBC News,11100000,GB,https://www.youtube.com/watch?v=stlFd_Z4FMM,2020-01-19
0,2020-01-26-2020-02-02,UC4SUWizzKc1tptprBkWjX2Q,V14W8A73XW0,China coronavirus: Chinese man 'flees' after leaving face masks for police officers,2020-01-29T16:00:07Z,13352861,160860,4327,13628,64,South China Morning Post,2630000,HK,https://www.youtube.com/watch?v=V14W8A73XW0,2020-01-26
1,2020-01-26-2020-02-02,UCC552Sd-3nyi_tk2BudLUzA,OTYfke545vI,What Actually Happens If You Get Coronavirus?,2020-01-30T06:24:32Z,12720361,440704,13219,32086,519,AsapSCIENCE,10000000,Unknown,https://www.youtube.com/watch?v=OTYfke545vI,2020-01-26
2,2020-01-26-2020-02-02,UCTrQ7HXWRRxr7OsOtodr2_w,luztqxUBvZo,Inside Wuhan: Daily life in China&#39;s coronavirus quarantine zone,2020-01-26T17:23:42Z,9886367,116044,4553,24517,471,Channel 4 News,1770000,GB,https://www.youtube.com/watch?v=luztqxUBvZo,2020-01-26
3,2020-01-26-2020-02-02,UCG-iSMVtWbbwDDXgXXypARQ,okg7uq_HrhQ,How Coronavirus Kills: Acute Respiratory Distress Syndrome (ARDS) &amp; COVID 19 Treatment,2020-01-29T01:17:08Z,4513549,62285,2178,5061,665,MedCram - Medical Lectures Explained CLEARLY,1280000,US,https://www.youtube.com/watch?v=okg7uq_HrhQ,2020-01-26
4,2020-01-26-2020-02-02,UCKjU3KzdbJE1EFcHVqXC3_g,V0qxJzv3ssc,Coronavirus in China: The fight against the outbreak,2020-01-27T14:34:18Z,2646692,8330,969,N/A,172,CBC News: The National,1220000,CA,https://www.youtube.com/watch?v=V0qxJzv3ssc,2020-01-26
5,2020-01-26-2020-02-02,UCJfnPODTqdSHi61SKez6CUw,1eS5U09QQUE,MEMES DEL CORONAVIRUS #1,2020-01-28T19:39:32Z,2340005,101813,3577,5115,685,SrRed,3250000,DO,https://www.youtube.com/watch?v=1eS5U09QQUE,2020-01-26
6,2020-01-26-2020-02-02,UC4SUWizzKc1tptprBkWjX2Q,VA9G1VCnOFY,"China coronavirus: drone footage reveals 'ghost town' Wuhan, the sealed-off outbreak epicentre",2020-01-29T03:57:52Z,1876583,8215,508,1610,99,South China Morning Post,2630000,HK,https://www.youtube.com/watch?v=VA9G1VCnOFY,2020-01-26
7,2020-01-26-2020-02-02,UCG-iSMVtWbbwDDXgXXypARQ,UCG3xqtcL3c,"Coronavirus Symptoms, Diagnosis, Treatment, &amp; Vaccine Status (Recorded January 27, 2020)",2020-01-27T13:15:01Z,1860836,14504,873,1331,273,MedCram - Medical Lectures Explained CLEARLY,1280000,US,https://www.youtube.com/watch?v=UCG3xqtcL3c,2020-01-26
8,2020-01-26-2020-02-02,UCGMWT3CM6uMuuRSOIYITeLw,KFfNwdguK4o,Elodie Poux - Le Coronavirus - LRDP (27/01/2020),2020-01-31T17:34:49Z,1352460,13540,514,217,443,Elodie Poux,38800,FR,https://www.youtube.com/watch?v=KFfNwdguK4o,2020-01-26
9,2020-01-26-2020-02-02,UC4SUWizzKc1tptprBkWjX2Q,t_PSSTP8ROg,"Wuhan residents chant 'Keep it up, Wuhan' out of their windows to boost morale",2020-01-28T13:17:42Z,1338045,34296,886,5230,75,South China Morning Post,2630000,HK,https://www.youtube.com/watch?v=t_PSSTP8ROg,2020-01-26
10,2020-01-26-2020-02-02,UCknLrEdhRCp1aegoMqRaCZg,6DBFwIlT4fg,Coronavirus spreads to India and Philippines | DW News,2020-01-30T14:07:15Z,1255524,8866,814,3333,365,DW News,2960000,DE,https://www.youtube.com/watch?v=6DBFwIlT4fg,2020-01-26
11,2020-01-26-2020-02-02,UCJfnPODTqdSHi61SKez6CUw,5Ace_sb6i6k,MEMES DEL CORONAVIRUS #2,2020-01-31T20:13:59Z,1202692,92659,2040,0,641,SrRed,3250000,DO,https://www.youtube.com/watch?v=5Ace_sb6i6k,2020-01-26
12,2020-01-26-2020-02-02,UC4SUWizzKc1tptprBkWjX2Q,A4qwCWwC-Oo,Coronavirus: Doctor explains the proper way to wash your hands and put on a face mask,2020-01-30T05:45:55Z,1146658,11446,441,877,153,South China Morning Post,2630000,HK,https://www.youtube.com/watch?v=A4qwCWwC-Oo,2020-01-26
13,2020-01-26-2020-02-02,UCknLrEdhRCp1aegoMqRaCZg,0JOCd0tN7Rg,Coronavirus: Countries evacuate citizens out of Wuhan | DW News,2020-01-29T12:14:23Z,1063934,6798,479,1683,360,DW News,2960000,DE,https://www.youtube.com/watch?v=0JOCd0tN7Rg,2020-01-26
14,2020-01-26-2020-02-02,UCF9IOB2TExg3QIBupFtBDxg,aPvpfC7NfR0,Coronavirus,2020-01-26T23:54:52Z,1043659,16828,493,2578,1736,Dr. John Campbell,1750000,GB,https://www.youtube.com/watch?v=aPvpfC7NfR0,2020-01-26
15,2020-01-26-2020-02-02,UCftwRNsjfRo08xYE31tkiyw,aUy2DKZODgs,Doctor Explains What You Need to Know About Coronavirus | WIRED,2020-01-31T20:00:03Z,933853,22351,1784,2398,317,WIRED,8580000,US,https://www.youtube.com/watch?v=aUy2DKZODgs,2020-01-26
16,2020-01-26-2020-02-02,UCNye-wNBqNL5ZzHSJj3l8Bg,AUS-W81mElQ,China: Covering the Coronavirus Contagion | The Listening Post (Full),2020-02-01T13:37:49Z,898322,6562,591,1490,1491,Al Jazeera English,8360000,QA,https://www.youtube.com/watch?v=AUS-W81mElQ,2020-01-26
17,2020-01-26-2020-02-02,UCF9IOB2TExg3QIBupFtBDxg,RECcmQQQOj8,"Coronavirus, Protect yourself and family",2020-01-28T12:23:59Z,742079,17740,476,2684,697,Dr. John Campbell,1750000,GB,https://www.youtube.com/watch?v=RECcmQQQOj8,2020-01-26
18,2020-01-26-2020-02-02,UCuFFtHWoLl5fauMMD5Ww2jA,e1B1jPGbamU,New coronavirus: &#39;Masks don&#39;t protect you ... all that well&#39;,2020-01-27T18:55:21Z,723584,4886,920,2343,404,CBC News,2830000,CA,https://www.youtube.com/watch?v=e1B1jPGbamU,2020-01-26
19,2020-01-26-2020-02-02,UCZYTClx2T1of7BRZ86-8fow,wfPF6_KRR_U,What We Know About the New Coronavirus | January 2020,2020-01-31T22:20:35Z,675730,29986,1160,2951,553,SciShow,6910000,US,https://www.youtube.com/watch?v=wfPF6_KRR_U,2020-01-26
20,2020-01-26-2020-02-02,UC6o-wWU-v2ClFMwougmK7dA,T-9y5TRXPQ0,Coronavirus: Is the UK's response to Covid19 proportionate? - BBC Newsnight,2020-01-29T23:48:08Z,421842,2564,634,1826,554,BBC Newsnight,685000,GB,https://www.youtube.com/watch?v=T-9y5TRXPQ0,2020-01-26
21,2020-01-26-2020-02-02,UCeY0bbntWzzVIaj2z3QigXg,V_XcxsJSEvo,COVID-19 Outbreak: 5 Cases Confirmed In The U.S. So Far | NBC Nightly News,2020-01-27T01:12:41Z,264117,2306,172,1481,129,NBC News,6110000,Unknown,https://www.youtube.com/watch?v=V_XcxsJSEvo,2020-01-26
22,2020-01-26-2020-02-02,UChDKyKQ59fYz3JO2fl0Z6sg,X3GxF_6trDY,COVID-19 Spreads For 1st Time In US: How Serious Are Risks? | TODAY,2020-01-31T16:00:12Z,262849,1562,150,809,228,TODAY,3250000,Unknown,https://www.youtube.com/watch?v=X3GxF_6trDY,2020-01-26
23,2020-01-26-2020-02-02,UCPY9IKSkr2GfFW5jbgA5Qbw,4KFP3tay5vM,Medical Animation explaining Coronavirus Mechanism of Action - How Coronavirus attacks a human body,2020-01-30T15:59:40Z,228207,1252,49,46,83,Scientific Animations,NA,US,https://www.youtube.com/watch?v=4KFP3tay5vM,2020-01-26
24,2020-01-26-2020-02-02,UChFsYLqPUyLiZnfRog6wiZA,O3WGMwVCeQI,"Coronavirus Is In The UK, But What&#39;s The Latest? | This Morning",2020-01-31T12:30:03Z,219431,1989,191,N/A,587,This Morning,2130000,GB,https://www.youtube.com/watch?v=O3WGMwVCeQI,2020-01-26
25,2020-01-26-2020-02-02,UCz1hQ68G3XPVYEBoFDgSjcQ,-KUipzvIinw,How Dangerous is the Coronavirus? | The Last Leg,2020-01-27T18:00:00Z,181151,2145,154,284,371,Channel 4,1900000,GB,https://www.youtube.com/watch?v=-KUipzvIinw,2020-01-26
26,2020-01-26-2020-02-02,UCzLqOSZPtUKrmSEnlH4LAvw,SF3o_iPx3FY,Coronavirus - To The Point,2020-01-28T04:30:11Z,162868,7185,100,202,253,Drishti IAS,7350000,IN,https://www.youtube.com/watch?v=SF3o_iPx3FY,2020-01-26
27,2020-01-26-2020-02-02,UC_gUM8rL-Lrg6O3adPW9K1g,CYKeefzKGOI,Coronavirus Outbreak: Man lies dead on a street in China,2020-01-31T09:48:12Z,128698,400,102,276,68,WION,4050000,IN,https://www.youtube.com/watch?v=CYKeefzKGOI,2020-01-26
28,2020-01-26-2020-02-02,UCYPvAwZP8pZhSMW8qs7cVCw,XakramAqpgk,"Suspected Coronavirus Case In Patna, Girl Returns From China With Symptoms",2020-01-27T05:42:10Z,116435,695,37,48,339,India Today,5260000,IN,https://www.youtube.com/watch?v=XakramAqpgk,2020-01-26
29,2020-01-26-2020-02-02,UCb6IaF9LX5KlUXQqHFq2xbg,8k-hirZ0DxE,What If The Coronavirus Spread All Over America?,2020-01-27T21:00:01Z,116053,4929,163,1428,443,LifesBiggestQuestions,1620000,CA,https://www.youtube.com/watch?v=8k-hirZ0DxE,2020-01-26
0,2020-02-02-2020-02-09,UCxlJ45KjG4XVcQ_hd8j227A,R-JbDMYmAQM,CORONAVIRUS | What Is Coronavirus? | Coronavirus Outbreak | The Dr Binocs Show | Peekaboo Kidz,2020-02-07T12:32:48Z,8462780,104847,8280,0,395,Peekaboo Kidz,2410000,IN,https://www.youtube.com/watch?v=R-JbDMYmAQM,2020-02-02
1,2020-02-02-2020-02-09,UCKqH_9mk1waLgBiL2vT5b9g,kC8GHpyr9QA,GTA5 Online Funny Moments - Missions with the Coronavirus!,2020-02-08T01:09:51Z,4802614,128614,1882,1255,972,VanossGaming,25600000,Unknown,https://www.youtube.com/watch?v=kC8GHpyr9QA,2020-02-02
2,2020-02-02-2020-02-09,UCnprfRlJB7WE6zAEaOAfVYA,9MrEgqGPDS8,Village lo coronavirus kala kalam | My Village Show Comedy,2020-02-02T14:36:44Z,3485636,63724,4375,1850,964,My Village Show,2330000,IN,https://www.youtube.com/watch?v=9MrEgqGPDS8,2020-02-02
3,2020-02-02-2020-02-09,UCuFFtHWoLl5fauMMD5Ww2jA,kIL5m5XznNY,Get the facts on coronavirus,2020-02-02T00:11:45Z,3351012,39769,1695,3721,310,CBC News,2830000,CA,https://www.youtube.com/watch?v=kIL5m5XznNY,2020-02-02
4,2020-02-02-2020-02-09,UC16niRr50-MSBwiO3YDb3RA,dRggIb5Je_w,The Chinese doctor who tried to warn others about coronavirus - BBC News,2020-02-05T07:00:19Z,2009683,14095,1414,4059,456,BBC News,11100000,GB,https://www.youtube.com/watch?v=dRggIb5Je_w,2020-02-02
5,2020-02-02-2020-02-09,UC6jEF1orhgER1Nsc174FwTg,Ma07a6svw5w,COVID-19: The Facts,2020-02-06T15:10:36Z,1969371,10648,811,390,72,3D4Medical From Elsevier,1040000,Unknown,https://www.youtube.com/watch?v=Ma07a6svw5w,2020-02-02
6,2020-02-02-2020-02-09,UC4SUWizzKc1tptprBkWjX2Q,gNFeo5oOuJA,Wuhan: the city under coronavirus lockdown,2020-02-06T19:27:13Z,1506116,7817,544,1462,112,South China Morning Post,2630000,HK,https://www.youtube.com/watch?v=gNFeo5oOuJA,2020-02-02
7,2020-02-02-2020-02-09,UC16niRr50-MSBwiO3YDb3RA,y6iikPfpXl0,Coronavirus kills Chinese whistleblower doctor - BBC News,2020-02-07T10:02:54Z,1087136,11585,526,3971,711,BBC News,11100000,GB,https://www.youtube.com/watch?v=y6iikPfpXl0,2020-02-02
8,2020-02-02-2020-02-09,UCrp_UI8XtuYfpiqluWLD7Lw,Wq33oZdQ-R4,&#39;We&#39;re basically at a pandemic now&#39;: Mayo Clinic physician on coronavirus,2020-02-03T13:39:48Z,1042663,9518,731,2777,422,CNBC Television,1840000,US,https://www.youtube.com/watch?v=Wq33oZdQ-R4,2020-02-02
9,2020-02-02-2020-02-09,UC4SUWizzKc1tptprBkWjX2Q,ZMPqQg23xhQ,China opens coronavirus hospital built in 10 days,2020-02-04T21:36:48Z,714831,4524,248,878,92,South China Morning Post,2630000,HK,https://www.youtube.com/watch?v=ZMPqQg23xhQ,2020-02-02
