,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,2020-03-22-2020-04-19,UCiMg06DjcUk5FRiM3g5sqoQ,tPx1yqvJgf4,How to Make Your Own Face Covering,2020-04-04T01:12:13Z,4497909,32136,2384,3006,46.0,Centers for Disease Control and Prevention (CDC),482000,US,https://www.youtube.com/watch?v=tPx1yqvJgf4
1,2020-03-22-2020-04-19,UCiMg06DjcUk5FRiM3g5sqoQ,t9cnxxsEKpk,ASL Video Series: Use of Cloth Face Coverings to Help Slow the Spread of COVID-19,2020-04-11T13:15:20Z,359184,495,121,0,169.0,Centers for Disease Control and Prevention (CDC),482000,US,https://www.youtube.com/watch?v=t9cnxxsEKpk
2,2020-03-22-2020-04-19,UCiMg06DjcUk5FRiM3g5sqoQ,lQvhoFMdXJo,Can COVID-19 last on surfaces and in the air?,2020-04-06T13:14:38Z,347474,1980,234,0,92.0,Centers for Disease Control and Prevention (CDC),482000,US,https://www.youtube.com/watch?v=lQvhoFMdXJo
3,2020-03-22-2020-04-19,UCiMg06DjcUk5FRiM3g5sqoQ,V9p10jSLd9s,Answering 20 Questions about COVID-19,2020-04-14T21:14:44Z,301623,1446,248,0,3519.0,Centers for Disease Control and Prevention (CDC),482000,US,https://www.youtube.com/watch?v=V9p10jSLd9s
4,2020-03-22-2020-04-19,UCiMg06DjcUk5FRiM3g5sqoQ,FcLDWpVW0so,6 medidas para prevenir el COVID-19,2020-04-03T12:47:54Z,282448,2084,285,0,183.0,Centers for Disease Control and Prevention (CDC),482000,US,https://www.youtube.com/watch?v=FcLDWpVW0so
5,2020-03-22-2020-04-19,UCiMg06DjcUk5FRiM3g5sqoQ,ZaifV3CQXKg,Can ibuprofen make COVID-19 worse?,2020-04-06T13:15:09Z,178872,1168,126,0,69.0,Centers for Disease Control and Prevention (CDC),482000,US,https://www.youtube.com/watch?v=ZaifV3CQXKg
6,2020-03-22-2020-04-19,UCiMg06DjcUk5FRiM3g5sqoQ,m4gborCUztk,ASL Video Series: How does COVID-19 Spread?,2020-04-11T13:14:39Z,128857,192,38,0,100.0,Centers for Disease Control and Prevention (CDC),482000,US,https://www.youtube.com/watch?v=m4gborCUztk
7,2020-03-22-2020-04-19,UCiMg06DjcUk5FRiM3g5sqoQ,MCRQYbc4pa8,10 cosas que puede hacer para controlar el COVID-19 en casa,2020-04-03T12:47:25Z,120917,605,88,0,105.0,Centers for Disease Control and Prevention (CDC),482000,US,https://www.youtube.com/watch?v=MCRQYbc4pa8
8,2020-03-22-2020-04-19,UCiMg06DjcUk5FRiM3g5sqoQ,QH5zpa8xbic,What can I do to protect myself from COVID-19?,2020-03-23T16:20:21Z,102241,574,92,0,40.0,Centers for Disease Control and Prevention (CDC),482000,US,https://www.youtube.com/watch?v=QH5zpa8xbic
9,2020-03-22-2020-04-19,UCiMg06DjcUk5FRiM3g5sqoQ,bh2aKOdmfbA,Update for Rural Partners and Communities on the Coronavirus Disease 2019 (COVID-19) Response,2020-03-25T20:49:52Z,77249,495,120,114,3580.0,Centers for Disease Control and Prevention (CDC),482000,US,https://www.youtube.com/watch?v=bh2aKOdmfbA
10,2020-03-22-2020-04-19,UCiMg06DjcUk5FRiM3g5sqoQ,OdN7NtgV-Bs,"CDC Partner Update on COVID-19: Private Sector - Mar 30, 2020",2020-03-31T18:07:35Z,76180,704,106,0,2539.0,Centers for Disease Control and Prevention (CDC),482000,US,https://www.youtube.com/watch?v=OdN7NtgV-Bs
11,2020-03-22-2020-04-19,UCiMg06DjcUk5FRiM3g5sqoQ,6zDpHJdwBvw,10 Things You Can do to Manage COVID-19 at Home,2020-03-23T15:20:49Z,68145,213,31,0,111.0,Centers for Disease Control and Prevention (CDC),482000,US,https://www.youtube.com/watch?v=6zDpHJdwBvw
