,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,2020-06-14-2020-07-12,UCiMg06DjcUk5FRiM3g5sqoQ,kbnW5xnH7eI,"Your COVID-19 Questions Answered: Daily Life, Social Interaction, Returning to Work, and More",2020-06-25T20:23:41Z,102147,442,79,0,3160.0,Centers for Disease Control and Prevention (CDC),482000,US,https://www.youtube.com/watch?v=kbnW5xnH7eI
1,2020-06-14-2020-07-12,UCiMg06DjcUk5FRiM3g5sqoQ,Xdd2M40Leb0,Social Distancing,2020-06-16T18:03:53Z,44215,58,16,0,11.0,Centers for Disease Control and Prevention (CDC),482000,US,https://www.youtube.com/watch?v=Xdd2M40Leb0
2,2020-06-14-2020-07-12,UCiMg06DjcUk5FRiM3g5sqoQ,3QeMptESoB8,Stay Safe at Aquatic Venues,2020-07-01T20:53:38Z,38313,162,67,27,157.0,Centers for Disease Control and Prevention (CDC),482000,US,https://www.youtube.com/watch?v=3QeMptESoB8
3,2020-06-14-2020-07-12,UCiMg06DjcUk5FRiM3g5sqoQ,JtBid-Y-JvA,Antibody Test for COVID-19,2020-07-08T14:19:29Z,25918,126,17,0,59.0,Centers for Disease Control and Prevention (CDC),482000,US,https://www.youtube.com/watch?v=JtBid-Y-JvA
4,2020-06-14-2020-07-12,UCiMg06DjcUk5FRiM3g5sqoQ,gff4GkGvW-Q,Viral Test for COVID-19,2020-07-08T14:21:36Z,23282,111,17,0,61.0,Centers for Disease Control and Prevention (CDC),482000,US,https://www.youtube.com/watch?v=gff4GkGvW-Q
5,2020-06-14-2020-07-12,UCiMg06DjcUk5FRiM3g5sqoQ,o9ZL8v0nHjY,"CDC COVID-19 Partner Update: Tips for Staying Safe during Daily Activities - June 22, 2020",2020-06-23T18:43:46Z,19772,142,26,0,3453.0,Centers for Disease Control and Prevention (CDC),482000,US,https://www.youtube.com/watch?v=o9ZL8v0nHjY
6,2020-06-14-2020-07-12,UCiMg06DjcUk5FRiM3g5sqoQ,7QOxbX4g7UE,COVID-19 | Fight Coronavirus | #COVIDStopsWithMe,2020-07-10T14:04:42Z,13636,183,138,78,75.0,Centers for Disease Control and Prevention (CDC),482000,US,https://www.youtube.com/watch?v=7QOxbX4g7UE
7,2020-06-14-2020-07-12,UCiMg06DjcUk5FRiM3g5sqoQ,XoVFuGxlV5g,CDC COVID-19 Partner Update: What You Need to Know about Cloth Face Coverings,2020-07-08T18:48:08Z,12800,82,13,0,3533.0,Centers for Disease Control and Prevention (CDC),482000,US,https://www.youtube.com/watch?v=XoVFuGxlV5g
8,2020-06-14-2020-07-12,UCiMg06DjcUk5FRiM3g5sqoQ,Sb7Wo36aizI,"CDC COVID-19 Partner Update: Planning Considerations for Events and Gatherings -  June 29, 2020",2020-07-01T19:07:19Z,8621,62,17,0,3555.0,Centers for Disease Control and Prevention (CDC),482000,US,https://www.youtube.com/watch?v=Sb7Wo36aizI
9,2020-06-14-2020-07-12,UCiMg06DjcUk5FRiM3g5sqoQ,smeU7L7_6Xc,Youth Sports  Video: Quick Tips to Protect Players from COVID-19 (1 min),2020-06-15T21:16:06Z,4938,40,6,8,71.0,Centers for Disease Control and Prevention (CDC),482000,US,https://www.youtube.com/watch?v=smeU7L7_6Xc
10,2020-06-14-2020-07-12,UCiMg06DjcUk5FRiM3g5sqoQ,QJkaxKvJgSA,"CDC Partner Update on COVID-19: Agriculture Workers and Employers - June 15, 2020",2020-06-16T18:02:56Z,4734,45,7,0,3499.0,Centers for Disease Control and Prevention (CDC),482000,US,https://www.youtube.com/watch?v=QJkaxKvJgSA
11,2020-06-14-2020-07-12,UCiMg06DjcUk5FRiM3g5sqoQ,05O-f5JHKP0,Reopening America: Return to the Workplace Safely with Total Worker Health(r) Strategies,2020-07-08T20:02:58Z,4602,37,17,0,3730.0,Centers for Disease Control and Prevention (CDC),482000,US,https://www.youtube.com/watch?v=05O-f5JHKP0
12,2020-06-14-2020-07-12,UCiMg06DjcUk5FRiM3g5sqoQ,f6Dq09stmd8,En los tiempos del COVID-19,2020-07-09T14:13:54Z,2922,43,9,0,663.0,Centers for Disease Control and Prevention (CDC),482000,US,https://www.youtube.com/watch?v=f6Dq09stmd8
13,2020-06-14-2020-07-12,UCiMg06DjcUk5FRiM3g5sqoQ,Wc_7OK5r4jE,Youth Sports Video: Quick Tips to Protect Players from COVID-19 (30 seconds),2020-06-15T21:17:15Z,2303,45,9,9,40.0,Centers for Disease Control and Prevention (CDC),482000,US,https://www.youtube.com/watch?v=Wc_7OK5r4jE
14,2020-06-14-2020-07-12,UCiMg06DjcUk5FRiM3g5sqoQ,eJa_0l684MI,"Introduction to Mitigation, Mobility and Epidemiology Graphs",2020-07-08T18:33:27Z,2272,48,10,1,212.0,Centers for Disease Control and Prevention (CDC),482000,US,https://www.youtube.com/watch?v=eJa_0l684MI
