,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,2020-08-09-2020-08-30,UCiMg06DjcUk5FRiM3g5sqoQ,z1DwvhIpeBM,Stay Safe at the Pool and Beach,2020-08-28T12:30:35Z,36247,186,70,45,34.0,Centers for Disease Control and Prevention (CDC),482000,US,https://www.youtube.com/watch?v=z1DwvhIpeBM
1,2020-08-09-2020-08-30,UCiMg06DjcUk5FRiM3g5sqoQ,KHCrYOGkLMM,How to Clean and Disinfect Your Home if Someone has COVID-19,2020-08-24T15:17:54Z,37383,254,27,1,124.0,Centers for Disease Control and Prevention (CDC),482000,US,https://www.youtube.com/watch?v=KHCrYOGkLMM
2,2020-08-09-2020-08-30,UCiMg06DjcUk5FRiM3g5sqoQ,tCD7Z5oRvts,School Reopening with COVID-19: Promote Healthy Behaviors,2020-08-21T17:25:16Z,26928,78,19,9,78.0,Centers for Disease Control and Prevention (CDC),482000,US,https://www.youtube.com/watch?v=tCD7Z5oRvts
3,2020-08-09-2020-08-30,UCiMg06DjcUk5FRiM3g5sqoQ,umE4Ab9nQ8M,School Reopening with COVID-19: Maintain a Healthy Environment,2020-08-21T17:07:17Z,16670,69,15,6,89.0,Centers for Disease Control and Prevention (CDC),482000,US,https://www.youtube.com/watch?v=umE4Ab9nQ8M
4,2020-08-09-2020-08-30,UCiMg06DjcUk5FRiM3g5sqoQ,ne4yQhY7NWA,Shopping for Food and Other Household Essentials,2020-08-24T15:29:21Z,15055,176,16,0,111.0,Centers for Disease Control and Prevention (CDC),482000,US,https://www.youtube.com/watch?v=ne4yQhY7NWA
5,2020-08-09-2020-08-30,UCiMg06DjcUk5FRiM3g5sqoQ,maDzCv-OFgs,Sintomas del coronavirus (COVID-19),2020-08-11T20:24:28Z,14066,78,8,0,30.0,Centers for Disease Control and Prevention (CDC),482000,US,https://www.youtube.com/watch?v=maDzCv-OFgs
6,2020-08-09-2020-08-30,UCiMg06DjcUk5FRiM3g5sqoQ,HNgDirLLZm8,"I Think or Know I had COVID-19, and I had Symptoms. When Can I Be With Others?",2020-08-24T17:11:47Z,13135,123,20,0,30.0,Centers for Disease Control and Prevention (CDC),482000,US,https://www.youtube.com/watch?v=HNgDirLLZm8
7,2020-08-09-2020-08-30,UCiMg06DjcUk5FRiM3g5sqoQ,AdbV4PimWnM,School Reopening with COVID-19: Prepare for When Someone Gets Sick,2020-08-21T17:14:29Z,8227,44,9,10,54.0,Centers for Disease Control and Prevention (CDC),482000,US,https://www.youtube.com/watch?v=AdbV4PimWnM
8,2020-08-09-2020-08-30,UCiMg06DjcUk5FRiM3g5sqoQ,wuFvWhJoYfw,CDC COVID-19 Partner Update: New Tools for Schools,2020-08-18T15:40:06Z,9048,62,17,17,3699.0,Centers for Disease Control and Prevention (CDC),482000,US,https://www.youtube.com/watch?v=wuFvWhJoYfw
9,2020-08-09-2020-08-30,UCiMg06DjcUk5FRiM3g5sqoQ,jZuv1fi7Jsc,School Reopening with COVID-19: Maintain Healthy Operations,2020-08-21T17:12:48Z,6043,37,8,5,69.0,Centers for Disease Control and Prevention (CDC),482000,US,https://www.youtube.com/watch?v=jZuv1fi7Jsc
