,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,2020-02-23-2020-03-22,UC07-dOwgza1IguKA86jqxNA,1APwq1df6Mw,How to protect yourself against COVID-19,2020-02-28T10:48:13Z,4697333,97681,2252,2214,91.0,World Health Organization (WHO),620000,Unknown,https://www.youtube.com/watch?v=1APwq1df6Mw
1,2020-02-23-2020-03-22,UC07-dOwgza1IguKA86jqxNA,6BOKgSCPD4E,Live from WHO Headquarters - COVID-19 daily press briefing 20 March 2020,2020-03-20T18:42:08Z,1264886,3870,407,701,3125.0,World Health Organization (WHO),620000,Unknown,https://www.youtube.com/watch?v=6BOKgSCPD4E
2,2020-02-23-2020-03-22,UC07-dOwgza1IguKA86jqxNA,8c_UJwLq8PI,Coronavirus - seven steps to prevent the spread of the virus,2020-03-13T11:37:06Z,963285,10538,437,372,31.0,World Health Organization (WHO),620000,Unknown,https://www.youtube.com/watch?v=8c_UJwLq8PI
3,2020-02-23-2020-03-22,UC07-dOwgza1IguKA86jqxNA,wucieL5YxCs,Live from WHO Headquarters - COVID-19 daily press briefing 18MAR2020,2020-03-18T18:02:06Z,671885,1783,250,528,3422.0,World Health Organization (WHO),620000,Unknown,https://www.youtube.com/watch?v=wucieL5YxCs
4,2020-02-23-2020-03-22,UC07-dOwgza1IguKA86jqxNA,Gi69S1UNAVA,Live from WHO Headquarters - Daily press briefing on COVID-19 - 13MARCH2020,2020-03-13T18:11:34Z,480016,1135,190,147,2633.0,World Health Organization (WHO),620000,Unknown,https://www.youtube.com/watch?v=Gi69S1UNAVA
5,2020-02-23-2020-03-22,UC07-dOwgza1IguKA86jqxNA,2RMl8yqo6Uk,Live from WHO Headquarters - Daily press briefing on COVID-19 - 16MARCH2020,2020-03-16T18:26:17Z,458441,1321,157,316,4206.0,World Health Organization (WHO),620000,Unknown,https://www.youtube.com/watch?v=2RMl8yqo6Uk
6,2020-02-23-2020-03-22,UC07-dOwgza1IguKA86jqxNA,y7e8nM0JAz0,The Safe Hands challenge,2020-03-13T14:54:22Z,255199,3365,202,270,120.0,World Health Organization (WHO),620000,Unknown,https://www.youtube.com/watch?v=y7e8nM0JAz0
7,2020-02-23-2020-03-22,UC07-dOwgza1IguKA86jqxNA,4OhvJ4wi034,Q&amp;A on Coronavirus - COVID-19 in the workplace WHO&#39;s Dr Rosamund Lewis,2020-03-03T14:33:40Z,140372,301,32,92,2081.0,World Health Organization (WHO),620000,Unknown,https://www.youtube.com/watch?v=4OhvJ4wi034
8,2020-02-23-2020-03-22,UC07-dOwgza1IguKA86jqxNA,SCgCzYAHusA,Q&amp;A on Coronavirus - COVID-19 with WHO&#39;s Dr Maria Van Kerkhove,2020-02-27T13:30:45Z,135700,1792,214,328,2196.0,World Health Organization (WHO),620000,Unknown,https://www.youtube.com/watch?v=SCgCzYAHusA
9,2020-02-23-2020-03-22,UC07-dOwgza1IguKA86jqxNA,iX0ilDtZu6w,COVID-19Bing Du Shi Ru He Chuan Bo De ?Wo Men Ru He Zi Wo Fang Fan ?,2020-03-03T15:26:23Z,75828,508,59,71,91.0,World Health Organization (WHO),620000,Unknown,https://www.youtube.com/watch?v=iX0ilDtZu6w
